"","R.ALK","R.DIC","R.TOT_P","R.TOT_N5","R.TOT_N3","R.TOT_S6","R.TOT_S2","R.CH4","R.O2","R.N2","R.Mn2","R.Fe2","R.Ca2","R.MnO2","R.OM","R.OM_beta","R.FeOH3","R.FeOH3_P","R.FeCO3","R.S0","R.FeS","R.Viv","R.CaCO3","R.Apatite","R.MnCO3"
"36",-284431614.94469,-43.5713917158455,-1690.74480495459,-0.217448367013315,6.63184536638833,-24.5254606778945,-142214085.612703,1.37644887457269,-0.652136854805472,0.108724183506658,0,-142216680.613717,-0.18113771070921,0,-58.3602612469574,0,-46.3357048581763,-14.3383417386847,100.55520408823,19.0720336415286,142214091.06613,849.888810013162,0,0.0603792369030699,0
"37",-313439560.362375,-57.6993392330566,-1811.09516473924,-0.140640276125257,6.53065523119397,-24.4228097712739,-156717922.779711,1.36921598547275,-0.360398730526979,0.0703201380626287,0,-156720713.299226,-0.188001224975383,0,-57.4697877212193,0,-44.8740336658498,-13.9320446817384,113.799910968803,18.7039649097091,156717928.498556,909.935612603493,0,0.0626670749917942,0
"38",-344046628.351948,-72.2363845295228,-1931.80834140641,-0.0889005852384594,6.43059269823537,-24.2559504921368,-172021320.39661,1.35846772446233,-0.194393265042614,0.0444502926192297,4.19260814162614e-10,-172024307.401147,-0.194695269400434,-4.19260814162614e-10,-56.5892370989003,0,-43.3771338604668,-13.4687308005036,127.467153903961,18.3131689926816,172021326.339392,970.146821883899,0,0.0648984231334781,0
"39",-376237350.105822,-87.1296466480017,-2052.64672158423,-0.0550952747668937,6.33165163439081,-24.0482680954704,-188116544.375302,1.34548088468324,-0.102594570063629,0.0275476373834468,4.44139777332913e-09,-188119728.416679,-0.201234734402561,-4.44139777332913e-09,-55.7185554085091,0,-41.8672844073896,-12.9753191749984,141.502721171828,17.9021142262761,188116550.521456,1030.41170167438,0,0.0670782448008538,0
"40",-409953083.536598,-102.371184877934,-2173.13474527137,-0.0335659432417467,6.23382585728004,-23.8150554025446,-204974274.167356,1.33109034411954,-0.0530916738196639,0.0167829716208734,2.44615959100753e-10,-204977655.07684,-0.207582801533694,-2.44615959100753e-10,-54.8576882450788,0,-40.3560338614983,-12.4680351125298,155.897782778893,17.4713391895013,204974280.511072,1090.49735158267,0,0.0691942671778979,0
"41",-445203250.314927,-117.875390789008,-2293.17083037891,-0.0201488595169266,6.13710913623529,-23.5659225723218,-222599220.811921,1.31582104880623,-0.0269870700816609,0.0100744297584633,0,-222602798.173642,-0.213788106950564,0,-54.0065807787124,0,-38.8558933875644,-11.9584226988996,170.566150518914,17.0253172592748,222599227.352526,1150.35642731935,0,0.0712627023168548,0
"42",-481996840.565764,-133.557593639068,-2412.907089121,-0.0119407413959776,6.04149519334023,-23.306744883312,-240995879.315921,1.29999445921044,-0.013494931337924,0.00597037069798882,0,-240999652.849973,-0.219916224752161,0,-53.1651777637253,0,-37.3753030586524,-11.4535449258088,185.422776943582,16.5678675510356,240995886.054799,1210.06708177039,0,0.0733054082507204,0
"43",-520409313.834179,-149.263822836796,-2532.27300167184,-0.00699844219754328,5.94697770429793,-23.0410570232552,-260201979.691398,1.28380466594955,-0.00664731284284128,0.00349922109877164,0,-260205948.845591,-0.22604474966268,0,-52.3334235462835,0,-35.9237722755105,-10.9588042332578,200.31344171713,16.1046786498158,260201986.627777,1269.59564962745,0,0.07534824988756,0
"44",-560104185.96535,-165.271516082908,-2650.05959895612,-0.00406292270702247,5.85355029947739,-22.7709788065068,-280049280.768357,1.26736883812335,-0.00322923734821913,0.00203146135351123,1.03180726299619e-10,-280053443.480348,-0.231911806676554,-1.03180726299619e-10,-51.5112620736131,0,-34.4870787993117,-10.4711940904511,215.515409318398,15.6266186577429,280049287.912717,1328.33683142093,0,0.0773039355588515,0
"45",-601389840.153398,-181.1818541303,-2767.48371964999,-0.00233965788150083,5.76120656478605,-22.4977988121069,-300691973.360769,1.25075898300602,-0.00154875395790254,0.00116982894075041,1.26287672356795e-09,-300696328.960288,-0.237843176013498,-1.26287672356795e-09,-50.6986369016783,0,-33.0857896443245,-9.99765654676967,230.629732048972,15.1476271265244,300691980.710941,1386.90102024404,0,0.0792810586711659,0
"46",-644189744.907774,-197.001934195262,-2884.65981716942,-0.00133811512791147,5.66994004291973,-22.2223268034943,-322091791.599099,1.23402108474601,-0.000734023719130207,0.000669057563955736,5.11792688489947e-10,-322096339.597927,-0.243834738930516,-5.11792688489947e-10,-49.8954912061809,0,-31.7179455971546,-9.53786909505467,245.663404316697,14.6671298224739,322091799.154296,1445.34534715751,0,0.0812782463101721,0
"47",-688506206.669329,-212.655560271887,-3000.59811295793,-0.00076095748062636,5.57974423413851,-21.9451011984629,-344249889.773515,1.21718638119112,-0.000344080936679552,0.00038047874031318,5.75534308904619e-09,-344254628.119242,-0.249833030205067,-5.75534308904619e-09,-49.1017677893879,0,-30.3853441072904,-9.09244595965191,260.540141680084,14.1871003346419,344249897.531516,1503.17512470234,0,0.0832776767350224,0
"48",-733765040.512816,-228.624706341899,-3112.09893672037,-0.000430728855538496,5.49061259730231,-21.6665081048298,-366879178.109259,1.20027780246545,-0.000159657491367516,0.000215364427769248,0,-366884100.462575,-0.255331082441447,0,-48.3174090892449,0,-29.0697163842679,-8.6559073622298,275.741837628679,13.6965334610616,366879186.079234,1558.78904251506,0,0.0851103608138155,0
"49",-780011663.833472,-244.76864536215,-3218.61634055485,-0.000242901940900004,5.40253855079585,-21.3868494262207,-390002366.004211,1.18331368139022,-7.33850050759788e-05,0.000121450970450002,0,-390007465.052776,-0.260370839848624,0,-47.5423571875156,0,-27.7786032932599,-8.23047627023074,291.127688868275,13.2012318620203,390002374.189829,1611.91477928037,0,0.0867902799495413,0
"50",-827081932.170515,-261.138735343729,-3320.60220752636,-0.000136586295535116,5.31551547386289,-21.1188052477056,-413537380.712958,1.15387901761424,-3.83506889798593e-05,6.82931477675581e-05,0,-413542649.898019,-0.264973642039284,0,-46.7765538215232,0,-26.5118329623064,-7.81602950650134,306.761410147638,12.7019886498943,413537389.129775,1662.77823218958,0,0.0883245473464281,0
"51",-875564572.404969,-277.080209150107,-3420.98003698057,-7.6640679056791e-05,5.22953670745149,-20.8865089231237,-437778583.417269,1.08808520796903,-2.61505738001484e-05,3.83203395283955e-05,0,-437784019.924144,-0.269674738221352,0,-46.0199403915883,0,-25.289062797506,-7.41824789735135,322.012064333726,12.2124170734688,437778592.091361,1712.84267647061,0,0.0898915794071172,0
"52",-924926496.052867,-293.052495481746,-3518.56037310207,-4.29416075974352e-05,5.14459555501612,-20.6498328483837,-462459430.624868,1.02629192929742,-1.54314415005796e-05,2.14708037987176e-05,0,-462465030.254593,-0.274178579199293,0,-45.2724579680883,0,-24.0974292605633,-7.03319257302344,337.298661520537,11.7250496185803,462459439.549651,1761.51230079325,0,0.0913928597330975,0
"53",-975572921.514187,-308.612924627975,-3613.84826936356,-2.40392428530607e-05,5.06068528380199,-20.4092031131338,-487782531.492904,0.968275868403123,-8.4136914798386e-06,1.20196214265304e-05,0,-487788290.342065,-0.278720722277295,0,-44.5340473027584,0,-22.9482056909421,-6.66400522488617,352.17869606233,11.2480144961878,487782540.654093,1809.04049560268,0,0.092906907425765,0
"54",-1026497014.69163,-324.57207306291,-3702.75456692807,-1.34527736327267e-05,4.97779912587426,-20.1650256335954,-513244472.218933,0.913830273497882,-4.35889890555757e-06,6.72638681636334e-06,0,-513250381.094406,-0.28262289849175,0,-43.8046488377496,0,-21.8216636310201,-6.3047984687696,367.462891627162,10.76940540015,513244481.614553,1853.3811410739,0,0.0942076328305833,0
"55",-1078064283.71418,-340.516243337864,-3786.35908694097,-7.52916928227273e-06,4.89593027914025,-19.9176890225204,-539028006.220549,0.862760523001864,-2.17749931959547e-06,3.76458464113637e-06,0,-539034057.116132,-0.28616086285989,0,-43.0842027146239,0,-20.7288855056671,-5.95865897348853,382.737685529486,10.2971913511266,539028015.841047,1895.07498157954,0,0.0953869542866301,0
"56",-1130106169.42731,-356.509951415894,-3865.7032373909,-4.2159468448053e-06,4.81507190829654,-19.6675651129697,-565048852.813804,0.814882286550023,-1.05812144985464e-06,2.10797342240265e-06,0,-565055039.350986,-0.289390553896125,0,-42.3726487826883,0,-19.6690362185039,-5.62519891018842,398.067717912033,9.83162385592662,565048862.649745,1934.64258583536,0,0.0964635179653748,0
"57",-1183407480.90536,-371.831571199895,-3943.98361700293,-2.36265505242983e-06,4.73521714597772,-19.4150096631556,-591699414.083951,0.770020715301514,-5.03025936187178e-07,1.18132752621492e-06,0,-591705733.934258,-0.292849957526328,0,-41.6699266091046,0,-18.6555292116676,-5.30808904627863,412.731477093698,9.38208511996223,591699424.116875,1973.68317482043,0,0.0976166525087761,0
"58",-1236883861.9613,-387.311795033418,-4017.33198130712,-1.32551635835487e-06,4.65635909374906,-19.1603621816063,-618437514.948749,0.728009850934733,-2.34884599138861e-07,6.62758179177434e-07,0,-618443960.839285,-0.295897653687275,0,-40.975975487624,0,-17.6722845599453,-5.00256875252766,427.559760670107,8.93896796777438,618437525.170143,2010.26141163133,0,0.0986325512290916,0
"59",-1290689047.57639,-402.744336580325,-4086.7533574945,-7.44650566767973e-07,4.57849082321462,-18.9039471413894,-645340022.10744,0.688692272973717,-1.08040674075123e-07,3.72325283383986e-07,0,-645346588.059373,-0.298694430463121,0,-40.2907344483393,0,-16.7233415796727,-4.70963821652975,442.34637875569,8.50558091097945,645340032.505806,2044.88005603625,0,0.0995648101543737,0
"60",-1345791368.01712,-417.305823049062,-4155.72420651056,-4.18975616720031e-07,4.50160537708103,-18.6460741238206,-672891098.060327,0.651918642601202,-4.90616571941752e-08,2.09487808360016e-07,0,-672897782.465726,-0.301813859489434,0,-39.614142267046,0,-15.8204329721125,-4.43242937972384,456.268046673507,8.09011893330452,672891108.616282,2079.278086611,0,0.100604619829811,0
"61",-1400493318.65219,-432.255125218837,-4217.4948742553,-2.36137660396156e-07,4.42569577025285,-18.3870375194993,-700241995.950843,0.61754730506785,-2.20328895788741e-08,1.18068830198078e-07,0,-700248788.369159,-0.304258403367558,0,-38.9461374748807,0,-14.9442282571526,-4.16534457000554,470.58371538865,7.68085143290886,700242006.657029,2110.0793292265,0,0.101419467789186,0
"62",-1454852234.30889,-447.454712211672,-4271.93271358003,-1.33334037682725e-07,4.35075499069992,-18.127117843976,-727421383.468276,0.585443938067828,-9.7990164278225e-09,6.66670188413623e-08,0,-727428273.117214,-0.306081750286314,0,-38.2866583659549,0,-14.0976734344476,-3.90907724018119,485.155926639559,7.2803061028488,727421394.315088,2137.2176501571,0,0.102027250095438,0
"63",-1509569946.40684,-462.312090696398,-4323.19190088513,-7.54335390132868e-08,4.27677600075802,-17.8665818691072,-754780172.773746,0.555481171915716,-4.32089445818552e-09,3.77167695066434e-08,2.14016953669022e-08,-754787154.496529,-0.307812241039859,-2.14016953669022e-08,-37.6356430088,0,-13.2882471184379,-3.66555555238913,499.392252533282,6.89386770778822,754780183.74646,2162.7705396459,0,0.10260408034662,0
"64",-1564887926.63084,-476.609472711417,-4372.85504592081,-4.27636913994198e-08,4.20375173802552,-17.6056825590533,-782439098.347542,0.527538230634334,-1.90488307989849e-09,2.13818456997099e-08,1.7127960652138e-09,-782446169.140864,-0.309635299540304,-1.7127960652138e-09,-36.9930292542583,0,-12.5172880870193,-3.43497902828471,513.074963735041,6.52295832351227,782439109.430266,2187.52930032339,0,0.103211766513435,0
"65",-1619877196.08424,-490.967402235579,-4418.12561870473,-2.42943566497069e-08,4.13167511656082,-17.3446593653307,-809933672.905144,0.501500574275436,-8.37297660096294e-10,1.21471783248534e-08,2.95809801789342e-08,-809940826.204309,-0.311116552087858,-2.95809801789342e-08,-36.35875474602,0,-11.7771900078812,-3.2150966453035,526.824656407324,6.16327368636387,809933684.08653,2210.09513638872,0,0.103705517362619,0
"66",-1675351896.28319,-504.755161336447,-4462.23646572885,-1.38318860488343e-08,4.06053902794608,-17.0837389192028,-837670964.612377,0.477259600097515,-3.66155132755271e-10,6.91594302441714e-09,3.45953080253257e-09,-837678198.06113,-0.312707816198574,-3.45953080253257e-09,-35.7327569299847,0,-11.0736164147684,-3.00730548276634,540.010658666334,5.81894120537629,837670975.877175,2232.08473931076,0,0.104235938732858,0
"67",-1731306135.55437,-517.939326411687,-4505.47877287244,-7.89268183986619e-09,3.9903363422995,-16.8231351024044,-865648027.373208,0.454712332155609,-1.59396303806693e-10,3.9463409199331e-09,9.68475688978251e-09,-865655339.020447,-0.314426487212725,-9.68475688978251e-09,-35.1149730631688,0,-10.4053447448696,-2.81110955702264,552.5995871427,5.48967079284481,865648038.706673,2253.64354713965,0,0.104808829070908,0
"68",-1787043214.33902,-530.942223610023,-4544.46690399239,-4.5139057222125e-09,3.92105990933202,-16.5630494782872,-893516514.363888,0.433761118184382,-6.90462860723938e-11,2.25695286110625e-09,0,-893523897.610666,-0.315873684902438,0,-34.5053402230049,0,-9.76750262565855,-2.62503847982097,565.013802714843,5.17283250415094,893516525.754105,2273.07843335063,0,0.105291228300813,0
"69",-1841804729.08648,-544.196662241789,-4576.4745781625,-2.58749452686149e-09,3.85270255943696,-16.3036718509794,-920897226.096492,0.414313387212165,-2.9746524487732e-11,1.29374726343075e-09,2.93884052864382e-09,-920904670.693847,-0.31670507417577,-2.93884052864382e-09,-33.9037953169303,0,-9.15619783896711,-2.4479122987512,577.686144171507,4.86640539727977,920897237.533759,2289.02601797563,0,0.10556835805859,0
"70",-1896630646.02346,-556.952551695749,-4605.11197099509,-1.48667952556812e-09,3.78525710484436,-16.0451808059397,-948310142.833102,0.396281380452991,-1.27721739849845e-11,7.43339762784059e-10,4.2612471193262e-09,-948317643.188101,-0.317425756577158,-4.2612471193262e-09,-33.3102750925455,0,-8.57650378605874,-2.28095911179799,589.866545407841,4.574030017432,948310154.304253,2303.29158858468,0,0.105808585525719,0
