"","R.ALK","R.DIC","R.TOT_P","R.TOT_N5","R.TOT_N3","R.TOT_S6","R.TOT_S2","R.CH4","R.O2","R.N2","R.Mn2","R.Fe2","R.Ca2","R.MnO2","R.OM","R.OM_beta","R.FeOH3","R.FeOH3_P","R.FeCO3","R.S0","R.FeS","R.Viv","R.CaCO3","R.Apatite","R.MnCO3"
"71",-1950565440.43383,-569.774862825175,-4628.39443748661,-8.56201905869076e-10,3.71871634066785,-15.7877438442423,-975277503.627719,0.379581891855469,-5.46370060783434e-12,4.28100952934538e-10,0,-975285051.743531,-0.317702051214419,0,-32.7247161468266,0,-8.0236248412953,-2.12276785366279,602.119997080146,4.29306700037711,975277515.122396,2314.88251028428,0,0.10590068373814,0
"72",-2004781595.93077,-581.870386479732,-4649.60803259918,-4.94270102803431e-10,3.65307304595266,-15.5315179255595,-1002385547.80143,0.364136069123352,-2.31383381682997e-12,2.47135051401715e-10,2.96750499669272e-09,-1002393139.80944,-0.318018382621321,-2.96750499669272e-09,-32.1470549353475,0,-7.50177064667395,-1.97432549256636,613.653305345956,4.02655418186802,1002385559.30639,2325.4419448714,0,0.10600612754044,0
"73",-2057386225.19384,-594.364299458927,-4663.30597968971,-2.86015146008746e-10,3.58831998475421,-15.276649699577,-1028687836.00333,0.349869143463157,-9.69297025208026e-13,1.43007573004373e-10,1.47757630691954e-09,-1028695461.00309,-0.317627718907697,-1.47757630691954e-09,-31.5772277817721,0,-7.00334114119591,-1.83350387670196,625.591658097236,3.77004231976161,1028687847.50994,2332.24611428921,0,0.105875906302566,0
"74",-2110040173.51795,-606.188233907479,-4674.42662867213,-1.65903879863378e-10,3.52444990721213,-15.0232761415692,-1055014787.01998,0.336710271273273,-4.04607252034471e-13,8.29519399316888e-11,2.19114386360528e-08,-1055022440.44058,-0.317213023673303,-2.19114386360528e-08,-31.0151708873048,0,-6.53362826354049,-1.70157610802435,636.866694523511,3.52720608487019,1055014798.51605,2337.7643474698,0,0.105737674557768,0
"75",-2161358924.72448,-618.132553577852,-4679.59834990171,-9.64655915861318e-11,3.46145555066747,-14.7715247254916,-1080674145.33527,0.324592298289469,-1.69871785852343e-13,4.82327957930659e-11,1.41817291489703e-08,-1080681818.34738,-0.316290498406927,-1.41817291489703e-08,-30.4608203405229,0,-6.0875942532723,-1.57711031393379,648.268781553818,3.29517971210482,1080674156.81162,2340.3105610158,6.62676722002584e-08,0.105430144046418,0
"76",-2212419282.75668,-629.523872863015,-4681.98232006399,-5.62265834039007e-11,3.39932964065038,-14.5215139574657,-1106204310.43733,0.313451601649275,-7.18289103421295e-14,2.81132917019504e-11,0,-1106211998.27539,-0.315285676111586,0,-29.9141121260676,0,-5.66765282658066,-1.46062378016701,659.12453283653,3.07577628783924,1106204321.88307,2341.46535642679,5.50902580038821e-07,0.105095041736335,0
"77",-2262305333.18846,-640.857913768381,-4679.06557232353,-3.28525345589979e-11,3.33806489201075,-14.2733536580102,-1131147327.12537,0.303227888441814,-3.02778585187736e-14,1.6426267279499e-11,0,-1131155021.75553,-0.313874596702876,0,-29.3749821345936,0,-5.27063703223,-1.35119046764291,669.929666567486,2.86727566663962,1131147338.53145,2339.97208015533,1.4470457399471e-06,0.104624383219045,0
"78",-2311034854.98892,-652.084828949195,-4671.36938330453,-1.92423539939401e-11,3.27765401000026,-14.0271454287731,-1155512084.41191,0.293864034835904,-1.27267367619554e-14,9.62117699697007e-12,7.17541041228809e-09,-1155519778.53301,-0.312111975612498,-7.17541041228808e-09,-28.8433661722914,0,-4.89603133202811,-1.24857863835937,680.634328397591,2.66961050227067,1155512095.76945,2336.09128242894,2.68905967468045e-06,0.104036428850941,0
"79",-2359619163.74189,-662.629696283522,-4662.64891439405,-1.12983126417678e-11,3.21808969138122,-13.782983006489,-1179804236.91085,0.285305933387329,-5.34279154026944e-15,5.64915632088391e-12,1.03903988150494e-08,-1179811928.27701,-0.310419741801625,-1.03903988150494e-08,-28.3191999706453,0,-4.54503385550884,-1.15299495932346,690.663586102726,2.48377023604936,1179804248.21006,2331.70046497551,4.21805392205142e-06,0.103471841249234,0
"80",-2407402745.27655,-672.836154113941,-4650.93394897296,-6.65026224312171e-12,3.15936462536963,-13.5409525571829,-1203696029.15971,0.277502336805374,-2.24310993648387e-15,3.32513112156085e-12,4.09383403043332e-09,-1203703712.91732,-0.308561122105652,-4.09383403043332e-09,-27.8024191947317,0,-4.21531443387197,-1.06374968092764,700.361064995249,2.30851324800016,1203696040.39215,2325.81439116236,5.97661870004103e-06,0.102851715162317,0
"81",-2453752625.71415,-683.008923058056,-4634.19925895094,-3.92407514126871e-12,3.10147149479259,-13.3011331042365,-1226870975.93681,0.270404706958976,-9.40646476883178e-16,1.96203757063435e-12,5.62670248815006e-09,-1226878644.50226,-0.306315431273323,-5.62670248815006e-09,-27.2929594534048,0,-3.90503109303157,-0.980288757690867,710.031469894538,2.14289226896997,1226870987.09505,2317.42035397045,7.90996393265789e-06,0.10210250710313,0
"82",-2499588801.77933,-692.649166693271,-4614.8257887041,-2.32120074180801e-12,3.04440297713606,-13.0635969040498,-1249789073.72356,0.263967091223415,-3.88414404104577e-16,1.16060037090401e-12,3.82462310480648e-09,-1249796722.58437,-0.303982759375509,-3.82462310480648e-09,-26.7907563085167,0,-3.61480314145654,-0.902683451523592,719.175945939562,1.98748666437982,1249789084.79967,2307.70874661674,9.97100217865864e-06,0.10132426279111,0
"83",-2543553070.49106,-702.427979702331,-4587.77387057472,-1.37647540096538e-12,2.98815174559261,-12.8284097442614,-1271771225.39376,0.258145982795091,-1.57880218408858e-16,6.8823770048269e-13,0,-1271778843.1539,-0.30104875771704,0,-26.2957452841377,0,-3.34191770362821,-0.830174564085049,728.465566890028,1.84077847381069,1271771236.38139,2294.15967864292,1.21136456588498e-05,0.100345548023794,0
"84",-2583761524.26043,-713.238995741498,-4548.7789052749,-8.18292309121648e-13,2.93271047010243,-12.5956313299134,-1291875480.51975,0.252900212206071,-6.32108552123544e-17,4.09146154560824e-13,0,-1291883050.28464,-0.29701755944982,0,-25.8078618757171,0,-3.08374673458477,-0.762039042939431,738.793943100215,1.70129530580773,1291875491.41408,2274.64079846297,1.43047944693396e-05,0.0990010848851169,0
"85",-2625656733.13223,-722.460981201729,-4514.76509702749,-4.87683234442782e-13,2.87807181845905,-12.3653156787911,-1312823109.83014,0.248190815743572,-2.55334661587794e-17,2.43841617221391e-13,0,-1312830637.4593,-0.293709750006052,0,-25.3270415598138,0,-2.84576467814555,-0.699560632954396,747.539815396732,1.57260551406218,1312823120.62285,2257.61398614715,1.65490671482558e-05,0.0978977336463012,0
"86",-2665098004.17957,-732.128076932435,-4476.5909392356,-2.9138351589643e-13,2.82422845733364,-12.1375112041218,-1332543773.96,0.24398093503463,-1.0395821304176e-17,1.45691757948215e-13,0,-1332551253.64488,-0.290002895646083,0,-24.8532198031095,0,-2.62248826875791,-0.641314988381077,756.737296966388,1.45143057897708,1332543784.64608,2238.50843492935,1.88341221619487e-05,0.096661353841307,0
"87",-2707017381.62769,-739.986490182362,-4448.60665028253,-1.74545068535417e-13,2.77117305329621,-11.912261192636,-1353503482.93153,0.240235699146508,-4.27612836276271e-18,8.72725342677083e-14,3.22260328968269e-09,-1353510928.12762,-0.287401030296008,-3.22260328968269e-09,-24.3863320713961,0,-2.41748862235858,-0.58810954232236,764.132565381942,1.34012250990149,1353503493.50367,2224.49899458635,2.11726691253877e-05,0.0957932858756277,0
"88",-2749556566.97413,-746.948302473119,-4424.78567292404,-1.04835389899847e-13,2.71889827390332,-11.6896039439843,-1374773092.60308,0.236922131604991,-1.75928243462672e-18,5.24176949499233e-14,0,-1374780508.64369,-0.285264801740208,0,-23.9263138391469,0,-2.22770691843413,-0.539128930603555,770.637670637765,1.23689454858236,1374773103.05579,2212.57235469252,2.35428959595164e-05,0.0950804196147495,0
"89",-2789271878.74583,-754.525186739284,-4392.8984439859,-6.31500285601013e-14,2.66739678866177,-11.469573123568,-1394630772.95055,0.234009062391542,-7.23416953217302e-19,3.15750142800506e-14,0,-1394638148.34298,-0.282427202607531,0,-23.4731005979974,0,-2.049736470509,-0.493489986717484,777.764252372383,1.13974077645673,1394630783.28038,2196.6138573949,2.59025062888415e-05,0.0941337667004141,0
"90",-2827187492.08063,-762.217596172464,-4355.1633164431,-3.81754135928423e-14,2.61666127014299,-11.2521981231026,-1413588609.82462,0.231467028870418,-2.97030415724233e-19,1.90877067964212e-14,0,-1413595935.90334,-0.279160158081184,0,-23.0266278665519,0,-1.88384547505394,-0.451207824452784,785.012728777107,1.04893152454168,1413588620.02789,2177.73259276305,2.82330384099489e-05,0.093043975014258,0
"91",-2863833806.80087,-769.79292253393,-4314.13216635588,-2.31987361292509e-14,2.56668439498238,-11.0375042797921,-1431911800.81684,0.229268191326203,-1.22010953788444e-19,1.15993680646254e-14,5.68685668723499e-10,-1431919072.51167,-0.275690906403595,-5.68685668723499e-10,-22.5868311991774,0,-1.72974213791388,-0.412163503972656,792.150455011325,0.964380307630249,1431911810.88996,2157.20438709375,3.0530456601277e-05,0.0918867919823312,0
"92",-2899206732.29844,-777.268843546211,-4271.55860063258,-1.42325023314883e-14,2.51745884488266,-10.8255130941009,-1449598298.85088,0.227386264049513,-4.99800398810066e-20,7.11625116574413e-15,0,-1449605513.74063,-0.272135364726705,0,-22.1536461948339,0,-1.58675567143079,-0.376150289828465,799.195070677543,0.885758023563519,1449598308.79063,2135.90594287926,3.2799452765268e-05,0.0907008550913134,0
"93",-2936382641.5316,-783.414348492049,-4236.01015011454,-8.91043770035997e-15,2.46897730766802,-10.6162424854267,-1468186283.07063,0.225796414989395,-2.051147737892e-20,4.45521885017999e-15,0,-1468193450.35229,-0.269317300668066,0,-21.7270085063497,0,-1.45560045126184,-0.343291998495165,804.915525528703,0.813584813843493,1468186292.87329,2118.12078779735,3.50547069096528e-05,0.0897607486537188,0
"94",-2971377061.42149,-789.868358005535,-4196.68135072679,-5.83761730576746e-15,2.42123247825586,-10.4097069481596,-1485683526.09902,0.224475219054314,-8.38566700634236e-21,2.91880865288373e-15,1.00416438817481e-10,-1485690640.40557,-0.266174735910513,-1.00416438817481e-10,-21.3068538489737,0,-1.33365427173524,-0.312926359561037,810.950699363532,0.746311286656842,1485683535.76242,2098.44634481086,3.72719227367921e-05,0.0887124879959254,0
"95",-3006257282.57034,-795.793877336802,-4159.39169979389,-4.20961491458624e-15,2.37421705969482,-10.205917854297,-1503123668.25522,0.223400556026314,-3.41919675753641e-21,2.10480745729312e-15,0,-1503130732.11078,-0.263261792423326,0,-20.8931180095098,0,-1.22120345041459,-0.285083408791123,816.463555342743,0.684181051876343,1503123677.77696,2079.7921865814,3.94475418041879e-05,0.087740781627174,0
"96",-3043017149.78948,-800.425059898921,-4129.3717015281,-3.59274540046246e-15,2.32792376414904,-10.0048835919355,-1521503627.48029,0.222551580341609,-1.38649808297616e-21,1.79637270023123e-15,1.83751997486889e-09,-1521510650.48838,-0.261062436851534,-1.83751997486889e-09,-20.4857368549783,0,-1.11821569355913,-0.259718259213895,820.688203607076,0.627233957375985,1521503636.85794,2064.77339011924,4.15664820209254e-05,0.0870069567898377,0
"97",-3077074269.40262,-805.491841221622,-4093.36060681798,-3.80310553631239e-15,2.28234531389627,-9.8066097740932,-1538532218.46342,0.221908625844792,-5.68825634387709e-22,1.90155276815619e-15,2.48877371890534e-10,-1538539192.07104,-0.258354510134887,-2.48877371890534e-10,-20.084646341399,0,-1.02252077447006,-0.236292450908828,825.354535372206,0.574187529892283,1538532227.69584,2046.75982639371,4.35649703772347e-05,0.0861036483881698,0
"98",-3109846565.36188,-810.392461552941,-4054.22842896678,-4.84950383803379e-15,2.23747444231885,-9.61109944608781,-1554918400.91256,0.221453163225786,-2.3543104227819e-22,2.42475191901689e-15,0,-1554925320.26955,-0.255442102787028,0,-19.6897825225125,0,-0.934143935714926,-0.214783147554977,829.860745506769,0.52510893386439,1554918409.99855,2027.18639352787,4.54054584288164e-05,0.0851322324428665,0
"99",-3141989455.83475,-814.848548920925,-4012.734104547,-6.9224068427068e-15,2.19330389488523,-9.41835324470991,-1570989883.43047,0.221167738681752,-9.74921879031342e-23,3.4612034213534e-15,0,-1570996744.54701,-0.252424445386719,0,-19.301081558417,0,-0.852773865962869,-0.195090863311736,833.928415687032,0.479853181369988,1570989892.36897,2006.43249657278,4.70536280424694e-05,0.0841257972528921,0
"100",-3168747629.59312,-820.543953975898,-3955.16093887867,-1.04224742991436e-14,2.14982643010951,-9.22836955512043,-1584369022.43354,0.221035919260219,-4.03919685825134e-23,5.21123714957181e-15,0,-1584375802.43221,-0.248100594667571,0,-18.9184797240127,0,-0.776898498158262,-0.176844632402075,839.241349314407,0.437534014777423,1584369031.22438,1977.64007689815,4.84662440517204e-05,0.0826840428078398,0
"101",-3190849535.66735,-827.187934631091,-3885.61821898781,-1.60311151722674e-14,2.1070348205518,-9.04114468278198,-1595420038.61847,0.221042247685063,-1.67431584179447e-23,8.01555758613368e-15,0,-1595426720.49462,-0.24282187354808,0,-18.5419134178043,0,-0.706501445185698,-0.160019754002559,845.508756122611,0.398181485853757,1595420047.26143,1942.86365321087,4.96785999534375e-05,0.0809240649827087,0
"102",-3217048251.31878,-831.799929693106,-3829.96016317948,-2.48338656213532e-14,2.06492185374328,-8.85667300270405,-1608519447.74443,0.221172175565488,-6.94379595414593e-24,1.24169328106766e-14,2.51287568802082e-09,-1608526050.2898,-0.238803617615653,-2.51287568802082e-09,-18.1713191700425,0,-0.642857798773182,-0.144883114785535,849.750025890415,0.362612832285501,1608519456.23849,1915.02967602036,5.07971677319601e-05,0.0795842734826404,0
"103",-3244078909.36014,-835.618686330643,-3780.23414903103,-3.85169894833931e-14,2.02348033314956,-8.67494703733319,-1622034822.92975,0.221412034301321,-2.8811561899171e-24,1.92584947416966e-14,1.88013775617427e-09,-1622041354.24853,-0.235299046780756,-1.88013775617427e-09,-17.8066336512005,0,-0.584752051812985,-0.13113744405208,853.203856108045,0.330113733949789,1622034831.27458,1890.16199356793,5.18394974428796e-05,0.0784157357611044,0
"104",-3268607454.81854,-839.7857622542,-3726.81353323909,-5.96702591764718e-14,1.98270307912624,-8.49595761413322,-1634299145.17162,0.221748982876237,-1.19602913335343e-24,2.98351295882359e-14,2.58655168212919e-09,-1634305600.07185,-0.231492949063829,-2.58655168212919e-09,-17.447793680384,0,-0.531248719844851,-0.118553663075565,857.0117541597,0.30014022131669,1634299153.36744,1863.44748691303,5.27920077192259e-05,0.0771467190187032,0
"105",-3294734212.80061,-842.941677822863,-3680.91739027625,-9.22464493317508e-14,1.94258292984593,-8.31969400416593,-1647362567.1642,0.222170961014194,-4.96924975683469e-25,4.61232246658754e-14,0,-1647368955.92165,-0.228330979442586,0,-17.094736233488,0,-0.482570074023793,-0.107164266880948,859.814189422912,0.272854564196999,1647362575.21104,1840.49538753079,5.3672425164617e-05,0.0760924356724736,0
"106",-3324189742.67688,-844.533412726104,-3645.14095349204,-1.42253390296805e-13,1.90311274222275,-8.14614401543159,-1662090366.5502,0.22266665622789,-2.10565121336497e-25,7.11266951484023e-14,0,-1662096702.78056,-0.226054905751262,0,-16.7473984513332,0,-0.438472655484855,-0.0968980838890261,861.058090069246,0.248131153658844,1662090374.44821,1822.6032098491,5.44519639473189e-05,0.0753334845957717,0
"107",-3345399398.63469,-848.208681653725,-3589.81878843162,-2.18791271219573e-13,1.86428539285266,-7.97529409672283,-1672695246.43845,0.22322546754716,-8.79502981182656e-26,1.09395635609786e-13,0,-1672701502.91201,-0.222165625142399,0,-16.4057176479402,0,-0.397336912123931,-0.0873825592982321,864.39111881589,0.225002696911094,1672695254.18874,1794.93895757523,5.50182279045929e-05,0.0740368689714983,0
"108",-3370085163.99787,-850.190150593097,-3542.83665132955,-3.35601627885857e-13,1.82609377889474,-7.80712947722153,-1685038174.38415,0.223837457957524,-3.69578897917684e-26,1.67800813942929e-13,0,-1685044361.91838,-0.219054480526591,0,-16.0696313182855,0,-0.360172481823504,-0.0788279028281584,866.035889056176,0.204105296471832,1685038181.98717,1771.44477448892,5.53972481337662e-05,0.0729996944261523,0
"109",-3389815052.0099,-853.091135982565,-3484.55181845799,-5.13372778195605e-13,1.78853081898904,-7.64163422382298,-1694903174.03674,0.224493328470475,-1.54489044172422e-26,2.56686389097802e-13,1.81159577725022e-10,-1694909276.60171,-0.215049359504812,-1.81159577725022e-10,-15.739077146378,0,-0.325893691358858,-0.0709837971205859,868.60566427346,0.184794660840029,1694903181.49358,1742.29978068723,5.55270117554849e-05,0.0716646108310187,0
"110",-3407997816.40362,-855.826430411243,-3423.25457570237,-7.83160357271786e-13,1.751589454158,-7.47879134616454,-1703994615.0578,0.225184385835239,-6.48395733890329e-27,3.91580178635893e-13,0,-1704000627.97283,-0.210854353002539,0,-15.4139930131916,0,-0.294599448569221,-0.0638615481942164,871.0151836181,0.167147399999696,1703994622.36945,1711.64888751902,5.54205000236464e-05,0.0702663108341717,0
"111",-3427368683.2539,-857.592289959965,-3366.35268154857,-1.19144672448539e-12,1.71526264869895,-7.31858287522084,-1713680103.88073,0.225902508073182,-2.72115047194929e-27,5.95723362242693e-13,0,-1713686032.77245,-0.207058019325265,0,-15.0943170045194,0,-0.266237352052183,-0.0574395955029845,872.460649356592,0.15114599791783,1713680111.04816,1683.19577128828,5.50998192860345e-05,0.0690009731686596,0
"112",-3443678166.76159,-859.646659625699,-3302.68921848148,-1.80760166885922e-12,1.67954339102986,-7.16098994158197,-1721834907.50413,0.226640110646386,-1.15012666152631e-27,9.03800834429611e-13,2.23960473357728e-10,-1721840742.5234,-0.202767181786999,-2.23960473357728e-10,-14.7799874184165,0,-0.240290576177865,-0.0515970197979931,874.199952390856,0.13648917029676,1721834914.52863,1651.36223438874,5.4542613137922e-05,0.0675708797246203,0
"113",-3456414819.95098,-862.122643314429,-3230.84648142516,-2.7348506700959e-12,1.6444246945804,-7.00599284550777,-1728203303.72451,0.227390127008262,-4.80623615116031e-28,1.36742533504795e-12,0,-1728209033.02905,-0.197885240308504,0,-14.4709427730406,0,-0.216564987394212,-0.0462841597718135,876.36614219571,0.123070917572744,1728203310.60744,1615.43944129935,5.37647504976208e-05,0.065943825186002,0
"114",-3469037281.6444,-864.068426848753,-3160.83481920287,-4.12635072236489e-12,1.60989959864316,-6.85357112920611,-1734514602.89457,0.228145977301309,-1.99559711501195e-28,2.06317536118244e-12,0,-1734520228.70495,-0.193185552349588,0,-14.1671218141435,0,-0.195067615790496,-0.0414950942441528,878.007349855845,0.110906152770359,1734514609.63724,1580.4323066018,5.28297500513347e-05,0.0643775741998455,0
"115",-3483203754.10526,-865.082978914514,-3098.31461774312,-6.20868044552658e-12,1.57596116921799,-6.70370363942275,-1741597900.88651,0.228901540493336,-8.33205151754458e-29,3.10434022276329e-12,0,-1741603433.51255,-0.189073715690514,0,-13.8684635225007,0,-0.175668304253768,-0.0371949481469727,878.722489113877,0.0999253008787889,1741597907.49029,1549.17087732576,5.17826441189693e-05,0.0630073110154649,0
"116",-3499661425.76491,-864.987691957685,-3045.13703461516,-9.3160594267985e-12,1.54260249984124,-6.55636858436187,-1749826790.24323,0.229651132402663,-3.53572238458007e-29,4.65802971339925e-12,0,-1749832242.59296,-0.185676932622255,0,-13.5749071212094,0,-0.15819107551622,-0.0333398122251985,878.332897326206,0.0900300685333284,1749826796.70957,1522.58067639456,5.06202860061897e-05,0.0618754374454164,0
"117",-3516399371.40712,-864.287238557253,-2996.34060447557,-1.39400453383754e-11,1.50981671246489,-6.4115435866257,-1758195812.81304,0.230389486398573,-1.49318139449165e-29,6.97002266918772e-12,2.34042929994076e-11,-1758201190.85771,-0.182601871917378,-2.34042929994076e-11,-13.2863920834239,0,-0.142377769682552,-0.0298693258125094,877.343191875386,0.0810716730550094,1758195819.14352,1498.18108383196,4.92788923211168e-05,0.0608508643416857,0
"118",-3536389538.17304,-862.081939849516,-2955.27673351611,-2.08014890950103e-11,1.47759695819565,-6.2692057468947,-1768190939.71476,0.231111721828507,-6.37107994155247e-30,1.04007445475051e-11,0,-1768196253.55273,-0.180156871478778,0,-13.0028581388607,0,-0.128164714166061,-0.0267648494382812,874.853638594267,0.073018379025628,1768190945.91094,1477.64769404966,4.7672281477039e-05,0.0600363997324337,0
"119",-3544556122.59922,-862.166345777741,-2883.48120125505,-3.09543981507109e-11,1.44593641815578,-6.12933168067538,-1772274303.88546,0.231813334472757,-2.61181655083257e-30,1.54771990753554e-11,0,-1772279509.71706,-0.175447991440248,0,-12.7242452813729,0,-0.114991028737785,-0.0239047104989146,874.65873208738,0.065537367542584,1772274309.94925,1441.74932461419,4.5637260848948e-05,0.058467451393133,0
"120",-3544153750.131,-863.560080899796,-2789.02620557527,-4.59353982367494e-11,1.41482830426793,-5.99189757970829,-1772073210.95615,0.232490168061497,-1.05670646003193e-30,2.29676991183747e-11,0,-1772078276.10878,-0.169132510452728,0,-12.4504937758573,0,-0.102913226340609,-0.021297267469043,875.778041300537,0.058668686384255,1772073216.88938,1394.52185761097,4.32070545918573e-05,0.0563631011327119,0
"121",-3546378899.42485,-863.481756868183,-2699.56603602966,-6.79781527708619e-11,1.38426586004124,-5.85687924819446,-1773185875.38251,0.233138398868584,-4.30044751093947e-31,3.39890763854309e-11,7.67810108323178e-12,-1773190805.88117,-0.163287715790484,-7.67810108323178e-12,-12.1815441651721,0,-0.0921076489716656,-0.0189754462947904,875.430122097175,0.0525238057189053,1773185881.18686,1349.79175503654,4.05373117026693e-05,0.0544157261595937,0
"122",-3537954858.18965,-865.370776426831,-2588.97110584711,-1.00320026835838e-10,1.35424236135021,-5.72425213385088,-1768973963.7086,0.233754522423116,-1.7447104036417e-31,5.01600134179192e-11,0,-1768978729.82583,-0.155917736380595,0,-11.9173372769902,0,-0.0821941460305334,-0.0168574329142385,877.054321476717,0.046877860838666,1768973969.38597,1294.49486399794,3.77046808301594e-05,0.0519600105665883,0
"123",-3541805905.08541,-863.766719977744,-2512.19466105288,-1.47639331907446e-10,1.32475111719816,-5.5939913809885,-1770899565.77219,0.234335325314655,-7.33591606411932e-32,7.3819665953723e-11,5.50353794263954e-11,-1770904214.74537,-0.151029608558663,-5.50353794263954e-11,-11.657814230519,0,-0.0735075605755223,-0.0150088873187415,875.190163952661,0.0419365885458181,1770899571.32425,1256.10649132298,3.49302879052306e-05,0.0503315594235859,0
"124",-3553223396.17114,-859.957169168347,-2457.46696892446,-2.16676835919698e-10,1.29578547047631,-5.46607184843151,-1776608370.08463,0.234877879983779,-3.1955165106163e-32,1.08338417959849e-10,0,-1776612932.7853,-0.147719941488543,0,-11.4029164431789,0,-0.0658104066206741,-0.0133779238322411,871.125175525766,0.0375601930714869,1776608375.51315,1228.74205593586,3.22057758420202e-05,0.0492292452375669,0
"125",-3554484037.03267,-858.034356115822,-2378.18763109715,-3.1711647183894e-10,1.26733879870624,-5.34046815246931,-1777238771.94647,0.235379521871457,-1.32270143614317e-32,1.5855823591947e-10,0,-1777243213.44159,-0.142693521819376,0,-11.1525856371378,0,-0.058752214162135,-0.01189068968123,868.951532830925,0.0335408758019639,1777238777.2534,1189.10243458428,2.94001629626944e-05,0.0475547072188045,0
"126",-3542288958.14518,-858.647327341577,-2266.91395358331,-4.62829495693121e-10,1.23940451477529,-5.21715469561691,-1771141343.3889,0.235837840731617,-5.05319404726379e-33,2.31414747846561e-10,9.60154675512295e-11,-1771145618.23095,-0.135468040943483,-9.60154675512295e-11,-10.9067638457825,0,-0.0522660909665912,-0.0105317943103799,869.318226814284,0.0298413977207426,1771141348.57622,1133.46643615969,2.65323441079671e-05,0.0451471695331249,0
"127",-3536088477.88451,-857.467099962332,-2171.43139658847,-6.73626659670556e-10,1.2119760676557,-5.09625557498767,-1768041200.14356,0.236100786906534,-1.69782923742708e-33,3.36813329835278e-10,0,-1768045330.23079,-0.129410565307849,0,-10.6653934200469,0,-0.0465302764271947,-0.00933532077704678,867.896368808853,0.0265714077691464,1768041205.21325,1085.72567842377,2.37866197540883e-05,0.043128926229365,0
"128",-3533962249.13275,-855.12930787522,-2090.43038171415,-9.77718214780281e-10,1.18504694313308,-4.98373350018727,-1766978169.31933,0.230177763982893,-3.13592145254982e-34,4.88859107390141e-10,0,-1766982175.23346,-0.124362124842936,0,-10.4284170348228,0,-0.0414361395518314,-0.00827744494139348,865.327525916545,0.0236677817259441,1766978174.2794,1045.22541777184,2.12295149148485e-05,0.0414469651093402,0
"129",-3534415908.79453,-852.042552862514,-2018.86990672958,-1.41515701610706e-09,1.15861066448373,-4.873249853894,-1767205074.00715,0.224379581653514,0,7.0757850805353e-10,2.55040940788914e-10,-1767208969.1648,-0.119968621483732,-2.55040940788914e-10,-10.1957776949201,0,-0.0368980427234645,-0.00733932195015189,862.013932116622,0.0210810384796606,1767205078.85931,1009.44526519828,1.88591590896053e-05,0.039983254108214,0
"130",-3533392267.27611,-849.070174345146,-1946.52185233695,-2.04264271455095e-09,1.13266079318582,-4.76477883548259,-1766693328.77483,0.218704324444634,0,1.02132135727547e-09,5.93718333990852e-13,-1766697112.11456,-0.115529323310938,-5.93718333990852e-13,-9.96741874132531,0,-0.0328264073196632,-0.00650164862369394,858.818872123593,0.0187591901371391,1766693333.52085,973.271388560908,1.66384338288561e-05,0.0385042282923696,0
"131",-3532239457.28245,-845.875168756279,-1874.62197544585,-2.9402043482081e-09,1.10719092958214,-4.65829473797807,-1766116999.07611,0.213150086104075,0,1.47010217410405e-09,2.28273633197071e-12,-1766120671.05296,-0.111143973653075,-2.28273633197071e-12,-9.74328385703376,0,-0.0291853548847929,-0.00575604685632051,855.405287980166,0.0166822904844055,1766117003.71772,937.321630280895,1.45470434051028e-05,0.0370431422032233,0
"132",-3525352884.21839,-843.600125828809,-1789.93059540822,-4.22046700535509e-09,1.08219471356109,-4.55377195839406,-1762673799.71042,0.207714969276214,0,2.11023350267754e-09,1.30058949831507e-11,-1762677342.06344,-0.105926542579042,-1.30058949831507e-11,-9.52331707304215,0,-0.0259003367420527,-0.00508668891852462,852.915715368213,0.0148070879912616,1762673804.24939,894.976440358329,1.25643620729516e-05,0.0353046594056563,0
"133",-3510553023.43217,-842.722206113077,-1689.87045943415,-6.04146200202339e-09,1.05766582520573,-4.45118500542486,-1755273970.45197,0.202397087487416,0,3.0207310010117e-09,0,-1755277361.53163,-0.0997085416264033,0,-9.3074627740605,0,-0.0229321132514083,-0.00448492604031652,851.827261077548,0.013111358277612,1755273974.89004,844.947245714674,1.07221023514732e-05,0.0332326065080173,0
"134",-3504576082.16719,-839.98635005009,-1612.60664328208,-8.62428074683556e-09,1.03359798544931,-4.35050850632017,-1752285580.01257,0.197194566939758,0,4.31214037341778e-09,5.74775613705344e-11,-1752288852.1592,-0.0950230945502697,-5.74775613705344e-11,-9.09566570428063,0,-0.0203297802589435,-0.00395946555580378,848.884812081101,0.0116255290040028,1752285584.35145,806.315742234811,9.10632985621822e-06,0.0316713294068045,0
"135",-3504925454.81287,-836.022567881544,-1552.63708279401,-1.22773283825724e-08,1.0099849567205,-4.25171721456876,-1752460330.45894,0.1921055459524,0,6.1386641912862e-09,0,-1752463508.39021,-0.0914756373196358,0,-8.88787097305393,0,-0.0180356617631564,-0.00349815762321811,844.718325602336,0.0103160363632709,1752460334.70034,776.331025453639,7.70630930003673e-06,0.0304893103367786,0
"136",-3499403581.83293,-833.207293372511,-1482.42605153242,-1.74295412423172e-08,0.986820543530281,-4.1547860189986,-1749699467.18216,0.187128173483369,0,8.71477062115861e-09,0,-1749702536.69043,-0.0872562229251672,0,-8.68402406005668,0,-0.0159702650962054,-0.00308483806952784,841.704182795262,0.00913624497121246,1749699471.32781,741.225830342239,6.46382222679932e-06,0.0290832530343135,0
