"","tran.ALK.dC","tran.ALK.flux.up","tran.ALK.flux.down","tran.DIC.dC","tran.DIC.flux.up","tran.DIC.flux.down","tran.TOT_P.dC","tran.TOT_P.flux.up","tran.TOT_P.flux.down","tran.TOT_N5.dC","tran.TOT_N5.flux.up","tran.TOT_N5.flux.down","tran.TOT_N3.dC","tran.TOT_N3.flux.up","tran.TOT_N3.flux.down","tran.TOT_S6.dC","tran.TOT_S6.flux.up","tran.TOT_S6.flux.down","tran.TOT_S2.dC","tran.TOT_S2.flux.up","tran.TOT_S2.flux.down","tran.CH4.dC","tran.CH4.flux.up","tran.CH4.flux.down","tran.O2.dC","tran.O2.flux.up","tran.O2.flux.down","tran.N2.dC","tran.N2.flux.up","tran.N2.flux.down","tran.Mn2.dC","tran.Mn2.flux.up","tran.Mn2.flux.down","tran.Fe2.dC","tran.Fe2.flux.up","tran.Fe2.flux.down","tran.Ca2.dC","tran.Ca2.flux.up","tran.Ca2.flux.down","tran.MnO2.dC","tran.MnO2.flux.up","tran.MnO2.flux.down","tran.OM.dC","tran.OM.flux.up","tran.OM.flux.down","tran.FeOH3.dC","tran.FeOH3.flux.up","tran.FeOH3.flux.down","tran.FeOH3_P.dC","tran.FeOH3_P.flux.up","tran.FeOH3_P.flux.down","tran.FeCO3.dC","tran.FeCO3.flux.up","tran.FeCO3.flux.down","tran.S0.dC","tran.S0.flux.up","tran.S0.flux.down","tran.FeS.dC","tran.FeS.flux.up","tran.FeS.flux.down","tran.Viv.dC","tran.Viv.flux.up","tran.Viv.flux.down","tran.CaCO3.dC","tran.CaCO3.flux.up","tran.CaCO3.flux.down","tran.Apatite.dC","tran.Apatite.flux.up","tran.Apatite.flux.down"
"77",-28.4344560112867,-2.38210122656114,0.0107455148575227,-99.763162626628,-6.42933799693483,0.0321259051719922,-1.75880478759894,-0.0933415797187303,0.000578259788924323,3.80088411316889e-45,0.180992067571288,4.50883378497732e-137,-30.0047780062207,-1.64749061094238,0.00533708863697067,4.64614078781357e-05,0.141469276829215,0,0.103306866623504,-0.0112354927501366,5.49618399826871e-05,-99.39078068396,-4.47963532492066,0.0188842826673135,9.23329693894902e-47,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0496074614658005,-0.125537610011547,1.59860716370479e-05,-0.143802396396388,-0.00836154480601902,0.00108898916942632,4.47337836817205e-23,0.05,7.66823163450352e-119,198.781654291033,10.95,1.64902868130101e-05,-3.62763786509801e-23,0.2,3.14610137310824e-28,-3.24785093571544e-52,0,1.08604734089545e-140,0.226568590289296,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.103353328034063,0,0.0609230323537585,-0.0576075745736497,0,0.00450779052101638,0.145720429363506,0.01,1.35205421961626e-11,-0.00063934432070857,0.01,0.010183155337011
"78",-28.0090076290772,-2.38210122656114,0.0107455148575227,-98.2646475639692,-6.42933799693483,0.0321259051719922,-1.73133589040412,-0.0933415797187303,0.000578259788924323,8.34573762078982e-46,0.180992067571288,4.50883378497732e-137,-29.5543228246991,-1.64749061094238,0.00533708863697067,3.6805712153135e-05,0.141469276829215,0,0.0991921247077786,-0.0112354927501366,5.49618399826871e-05,-97.8986575512114,-4.47963532492066,0.0188842826673135,2.00275551814716e-47,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0470454024011673,-0.125537610011547,1.59860716370479e-05,-0.14001894408683,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,195.797388713762,10.95,1.64902868130101e-05,2.16726347106614e-23,0.2,3.14610137310824e-28,1.0229675201569e-51,0,1.08604734089545e-140,0.223970046854417,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.099228930423542,0,0.0609230323537585,-0.0572621729440362,0,0.00450779052101638,0.141946354455512,0.01,1.35205421961626e-11,-0.000642470125618627,0.01,0.010183155337011
"79",-27.5876279641935,-2.38210122656114,0.0107455148575227,-96.781292602141,-6.42933799693483,0.0321259051719922,-1.70415289244016,-0.0933415797187303,0.000578259788924323,1.84423727760797e-46,0.180992067571288,4.50883378497732e-137,-29.108410540961,-1.64749061094238,0.00533708863697067,2.91586451640694e-05,0.141469276829215,0,0.0952842194107141,-0.0112354927501366,5.49618399826871e-05,-96.4215807582206,-4.47963532492066,0.0188842826673135,4.37206747864693e-48,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0446659574398453,-0.125537610011547,1.59860716370479e-05,-0.136321956605423,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,192.843219833655,10.95,1.64902868130101e-05,1.06672042525124e-23,0.2,3.14610137310824e-28,6.73552304868643e-53,0,1.08604734089545e-140,0.221394901865844,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0953133780637384,0,0.0609230323537585,-0.0569158270806479,0,0.00450779052101638,0.138258624925284,0.01,1.35205421961626e-11,-0.000645556103651097,0.01,0.010183155337011
"80",-27.1703384453879,-2.38210122656114,0.0107455148575227,-95.3130845322471,-6.42933799693483,0.0321259051719922,-1.67725600220054,-0.0933415797187303,0.000578259788924323,4.1016001777575e-47,0.180992067571288,4.50883378497732e-137,-28.6670376813547,-1.64749061094238,0.00533708863697067,2.31019289994142e-05,0.141469276829215,0,0.0915699481790469,-0.0112354927501366,5.49618399826871e-05,-94.9595392176809,-4.47963532492066,0.0188842826673135,9.60607942816815e-49,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0424545250936276,-0.125537610011547,1.59860716370479e-05,-0.132709806291413,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,189.919124639304,10.95,1.64902868130101e-05,-1.73035484916588e-23,0.2,3.14610137310824e-28,5.5663280120941e-53,0,1.08604734089545e-140,0.218843497934569,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0915930501080277,0,0.0609230323537585,-0.0565683243067006,0,0.00450779052101638,0.13465561269682,0.01,1.35205421961626e-11,-0.000648602137134447,0.01,0.010183155337011
"81",-26.7571588327109,-2.38210122656114,0.0107455148575227,-93.8600121943263,-6.42933799693483,0.0321259051719922,-1.6506454156673,-0.0933415797187303,0.000578259788924323,9.18092890757873e-48,0.180992067571288,4.50883378497732e-137,-28.2302013919109,-1.64749061094238,0.00533708863697067,1.83044818401513e-05,0.141469276829215,0,0.0880370941001573,-0.0112354927501366,5.49618399826871e-05,-93.5125238061075,-4.47963532492066,0.0188842826673135,2.12431213630988e-49,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0403977709724616,-0.125537610011547,1.59860716370479e-05,-0.129180894727179,-0.00836154480601902,0.00108898916942632,1.43579224813212e-23,0.05,7.66823163450352e-119,187.025084221112,10.95,1.64902868130101e-05,-9.14951229802232e-24,0.2,3.14610137310824e-28,1.48494649986491e-53,0,1.08604734089545e-140,0.216316060180195,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0880553985818454,0,0.0609230323537585,-0.056219477523686,0,0.00450779052101638,0.131135719147253,0.01,1.35205421961626e-11,-0.000651608138630373,0.01,0.010183155337011
"82",-26.3481072748198,-2.38210122656114,0.0107455148575227,-92.4220660014037,-6.42933799693483,0.0321259051719922,-1.6243213115416,-0.0933415797187303,0.000578259788924323,2.06837285223793e-48,0.180992067571288,4.50883378497732e-137,-27.7978992948069,-1.64749061094238,0.00533708863697067,1.4504220585392e-05,0.141469276829215,0,0.0846743456325334,-0.0112354927501366,5.49618399826871e-05,-92.0805269097551,-4.47963532492066,0.0188842826673135,4.72841495092689e-50,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0384835100119121,-0.125537610011547,1.59860716370479e-05,-0.125733651585861,-0.00836154480601902,0.00108898916942632,-3.74665571255251e-23,0.05,7.66823163450352e-119,184.161082828043,10.95,1.64902868130101e-05,1.57561974698089e-23,0.2,3.14610137310824e-28,1.31691342949047e-54,0,1.08604734089545e-140,0.213812709266342,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0846888498531843,0,0.0609230323537585,-0.0558691231415914,0,0.00450779052101638,0.12769737373112,0.01,1.35205421961626e-11,-0.000654574049445856,0.01,0.010183155337011
"83",-25.9432003554194,-2.38210122656114,0.0107455148575227,-90.9992374697013,-6.42933799693483,0.0321259051719922,-1.59828384630813,-0.0933415797187303,0.000578259788924323,4.69020540813182e-49,0.180992067571288,4.50883378497732e-137,-27.3701293494828,-1.64749061094238,0.00533708863697067,1.14936654585026e-05,0.141469276829215,0,0.0814712227357904,-0.0112354927501366,5.49618399826871e-05,-90.6635419766694,-4.47963532492066,0.0188842826673135,1.05937563378033e-50,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0367006007209559,-0.125537610011547,1.59860716370479e-05,-0.122366533157982,-0.00836154480601902,0.00108898916942632,2.30865339569275e-23,0.05,7.66823163450352e-119,181.327106940622,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,4.96684575488517e-55,0,1.08604734089545e-140,0.211333473224864,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0814827164016344,0,0.0609230323537585,-0.0555171191814428,0,0.00450779052101638,0.124339032668672,0.01,1.35205421961626e-11,-0.000657499837837357,0.01,0.010183155337011
"84",-25.5424531257216,-2.38210122656114,0.0107455148575227,-89.5915187672611,-6.42933799693483,0.0321259051719922,-1.57253314915599,-0.0933415797187303,0.000578259788924323,1.0705018828708e-49,0.180992067571288,4.50883378497732e-137,-26.9468897155846,-1.64749061094238,0.00533708863697067,9.10855133328042e-06,0.141469276829215,0,0.0784180091239688,-0.0112354927501366,5.49618399826871e-05,-89.2615630741913,-4.47963532492066,0.0188842826673135,2.38909465710618e-51,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0350388500977657,-0.125537610011547,1.59860716370479e-05,-0.119078021203086,-0.00836154480601902,0.00108898916942632,2.24073091461448e-23,0.05,7.66823163450352e-119,178.523144365442,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,2.20424850108735e-56,0,1.08604734089545e-140,0.208878298180061,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0784271176752487,0,0.0609230323537585,-0.0551633435342062,0,0.00450779052101638,0.121059177704188,0.01,1.35205421961626e-11,-0.000660385497633701,0.01,0.010183155337011
"85",-25.1458791280783,-2.38210122656114,0.0107455148575227,-88.1989022698912,-6.42933799693483,0.0321259051719922,-1.54706931692298,-0.0933415797187303,0.000578259788924323,2.45938784609963e-50,0.180992067571288,4.50883378497732e-137,-26.5281786197761,-1.64749061094238,0.00533708863697067,7.21881705901875e-06,0.141469276829215,0,0.0755056901846861,-0.0112354927501366,5.49618399826871e-05,-87.8745844593412,-4.47963532492066,0.0188842826673135,5.42347090331891e-52,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0334889280133788,-0.125537610011547,1.59860716370479e-05,-0.115866621804084,-0.00836154480601902,0.00108898916942632,-5.51030137663673e-23,0.05,7.66823163450352e-119,175.749183356359,10.95,1.64902868130101e-05,1.31499908810009e-23,0.2,3.14610137310824e-28,1.3067115691191e-56,0,1.08604734089545e-140,0.206447058074664,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0755129090028048,0,0.0609230323537585,-0.0548076923617145,0,0.00450779052101638,0.117856314939189,0.01,1.35205421961626e-11,-0.000663231046674976,0.01,0.010183155337011
"86",-24.7534904112405,-2.38210122656114,0.0107455148575227,-86.8213801422638,-6.42933799693483,0.0321259051719922,-1.5218924090058,-0.0933415797187303,0.000578259788924323,5.68750582892802e-51,0.180992067571288,4.50883378497732e-137,-26.113994228995,-1.64749061094238,0.00533708863697067,5.72147568532586e-06,0.141469276829215,0,0.0727258961611803,-0.0112354927501366,5.49618399826871e-05,-86.5026001619779,-4.47963532492066,0.0188842826673135,1.23934781771861e-52,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0320422900316503,-0.125537610011547,1.59860716370479e-05,-0.112730864169963,-0.00836154480601902,0.00108898916942632,2.32742588265589e-23,0.05,7.66823163450352e-119,173.005211766869,10.95,1.64902868130101e-05,-3.59572898474451e-23,0.2,3.14610137310824e-28,2.22603850098787e-57,0,1.08604734089545e-140,0.204039563489005,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0727316176401381,0,0.0609230323537585,-0.0544500786268615,0,0.00450779052101638,0.114728973743853,0.01,1.35205421961626e-11,-0.000666036525580809,0.01,0.010183155337011
"87",-24.3652975379671,-2.38210122656114,0.0107455148575227,-85.458943929208,-6.42933799693483,0.0321259051719922,-1.49700244242842,-0.0933415797187303,0.000578259788924323,1.32398451104595e-51,0.180992067571288,4.50883378497732e-137,-25.7043345264727,-1.64749061094238,0.00533708863697067,4.53497252166976e-06,0.141469276829215,0,0.0700708501760459,-0.0112354927501366,5.49618399826871e-05,-85.1456035839885,-4.47963532492066,0.0188842826673135,2.85096658828947e-53,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0306911077449624,-0.125537610011547,1.59860716370479e-05,-0.109669299753644,-0.00836154480601902,0.00108898916942632,9.37179514584596e-24,0.05,7.66823163450352e-119,170.291216237936,10.95,1.64902868130101e-05,3.2507717603029e-23,0.2,3.14610137310824e-28,1.05013184565704e-57,0,1.08604734089545e-140,0.201655569637519,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0700753851569652,0,0.0609230323537585,-0.0540904307418176,0,0.00450779052101638,0.111675705749206,0.01,1.35205421961626e-11,-0.000668801996372879,0.01,0.010183155337011
"88",-23.9813095896488,-2.38210122656114,0.0107455148575227,-84.1115841749414,-6.42933799693483,0.0321259051719922,-1.47239938703368,-0.0933415797187303,0.000578259788924323,3.1025648872613e-52,0.180992067571288,4.50883378497732e-137,-25.2991971962299,-1.64749061094238,0.00533708863697067,3.59472020256761e-06,0.141469276829215,0,0.0675333207408816,-0.0112354927501366,5.49618399826871e-05,-83.8035871177157,-4.47963532492066,0.0188842826673135,6.60214262398788e-54,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0294282058142235,-0.125537610011547,1.59860716370479e-05,-0.106680501300783,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,167.607181425053,10.95,1.64902868130101e-05,-2.7306210044285e-23,0.2,3.14610137310824e-28,2.0391535721315e-58,0,1.08604734089545e-140,0.199294783617886,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0675369154609063,0,0.0609230323537585,-0.0537286913237234,0,0.00450779052101638,0.108695083921107,0.01,1.35205421961626e-11,-0.000671527541406006,0.01,0.010183155337011
"89",-23.6015341641729,-2.38210122656114,0.0107455148575227,-82.7792900560269,-6.42933799693483,0.0321259051719922,-1.44808316088578,-0.0933415797187303,0.000578259788924323,7.31890619247095e-53,0.180992067571288,4.50883378497732e-137,-24.898579512127,-1.64749061094238,0.00533708863697067,2.84956493993161e-06,0.141469276829215,0,0.0651065782787702,-0.0112354927501366,5.49618399826871e-05,-82.4765417843639,-4.47963532492066,0.0188842826673135,1.53915398334165e-54,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0282470050081572,-0.125537610011547,1.59860716370479e-05,-0.103763061932283,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,164.953089267685,10.95,1.64902868130101e-05,1.75615955203133e-23,0.2,3.14610137310824e-28,1.97743090175263e-59,0,1.08604734089545e-140,0.196956870982493,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0651094278437556,0,0.0609230323537585,-0.0533648160489938,0,0.00450779052101638,0.105785701716428,0.01,1.35205421961626e-11,-0.000674213262007456,0.01,0.010183155337011
"90",-23.2259773744181,-2.38210122656114,0.0107455148575227,-81.4620490449913,-6.42933799693483,0.0321259051719922,-1.42405362590953,-0.0933415797187303,0.000578259788924323,1.73807677067739e-53,0.180992067571288,4.50883378497732e-137,-24.5024782345014,-1.64749061094238,0.00533708863697067,2.2589895419117e-06,0.141469276829215,0,0.0627843555184994,-0.0112354927501366,5.49618399826871e-05,-81.1644568929116,-4.47963532492066,0.0188842826673135,3.61238376376757e-55,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0271414706070086,-0.125537610011547,1.59860716370479e-05,-0.100915594484835,-0.00836154480601902,0.00108898916942632,1.18052586696114e-26,0.05,7.66823163450352e-119,162.328918303926,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,3.96059148260306e-60,0,1.08604734089545e-140,0.19464146169409,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.062786614508393,0,0.0609230323537585,-0.0529987725975547,0,0.00450779052101638,0.102946172320728,0.01,1.35205421961626e-11,-0.000676859277650802,0.01,0.010183155337011
"91",-22.85464384265,-2.38210122656114,0.0107455148575227,-80.1598465906242,-6.42933799693483,0.0321259051719922,-1.40031058383693,-0.0933415797187303,0.000578259788924323,4.15526784310236e-54,0.180992067571288,4.50883378497732e-137,-24.1108895144223,-1.64749061094238,0.00533708863697067,1.7908994158771e-06,0.141469276829215,0,0.0605608111979612,-0.0112354927501366,5.49618399826871e-05,-79.8673197255042,-4.47963532492066,0.0188842826673135,8.53552582508723e-56,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0261060656153028,-0.125537610011547,1.59860716370479e-05,-0.0981367307915674,-0.00836154480601902,0.00108898916942632,1.30006874672384e-24,0.05,7.66823163450352e-119,159.734643032687,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,9.14334464243109e-61,0,1.08604734089545e-140,0.192348155523075,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0605626020988784,0,0.0609230323537585,-0.0526305396798379,0,0.00450779052101638,0.100175127965878,0.01,1.35205421961626e-11,-0.000679465724708802,0.01,0.010183155337011
"92",-22.487536696574,-2.38210122656114,0.0107455148575227,-78.8726658287226,-6.42933799693483,0.0321259051719922,-1.37685377244686,-0.0933415797187303,0.000578259788924323,1.00010569536533e-54,0.180992067571288,4.50883378497732e-137,-23.7238088037739,-1.64749061094238,0.00533708863697067,1.41986990810398e-06,0.141469276829215,0,0.0584304969387092,-0.0112354927501366,5.49618399826871e-05,-78.5851152426462,-4.47963532492066,0.0188842826673135,2.0304902209812e-56,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.025135708292103,-0.125537610011547,1.59860716370479e-05,-0.0954251210591703,-0.00836154480601902,0.00108898916942632,5.54048834200428e-23,0.05,7.66823163450352e-119,157.170233325062,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,2.15790781118873e-61,0,1.08604734089545e-140,0.190076526938062,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0584319168117578,0,0.0609230323537585,-0.0522601061394706,0,0.00450779052101638,0.0974712193254983,0.01,1.35205421961626e-11,-0.000682032755615286,0.01,0.010183155337011
"93",-22.1246575643762,-2.38210122656114,0.0107455148575227,-77.6004873134983,-6.42933799693483,0.0321259051719922,-1.35368286213001,-0.0933415797187303,0.000578259788924323,2.42336474778447e-55,0.180992067571288,4.50883378497732e-137,-23.3412307752741,-1.64749061094238,0.00533708863697067,1.12575874423766e-06,0.141469276829215,0,0.0563883269497603,-0.0112354927501366,5.49618399826871e-05,-77.3178258174324,-4.47963532492066,0.0188842826673135,4.86312084599694e-57,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0242257335587439,-0.125537610011547,1.59860716370479e-05,-0.0927794333722835,-0.00836154480601902,0.00108898916942632,-1.74463012986198e-22,0.05,7.66823163450352e-119,154.635653886309,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,5.13790473274783e-62,0,1.08604734089545e-140,0.187826129536408,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0563894527180817,0,0.0609230323537585,-0.0518874701256883,0,0.00450779052101638,0.0948331149853461,0.01,1.35205421961626e-11,-0.000684560537883898,0.01,0.010183155337011
"94",-21.766006571165,-2.38210122656114,0.0107455148575227,-76.3432887781603,-6.42933799693483,0.0321259051719922,-1.33079745284321,-0.0933415797187303,0.000578259788924323,5.91189283967371e-56,0.180992067571288,4.50883378497732e-137,-22.9631492481938,-1.64749061094238,0.00533708863697067,8.92607432241599e-07,0.141469276829215,0,0.0544295503546303,-0.0112354927501366,5.49618399826871e-05,-76.0654309918862,-4.47963532492066,0.0188842826673135,1.17268602182708e-57,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0233718578937975,-0.125537610011547,1.59860716370479e-05,-0.0901983532274016,-0.00836154480601902,0.00108898916942632,1.11759534977327e-22,0.05,7.66823163450352e-119,152.130863769133,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,1.23255189853511e-62,0,1.08604734089545e-140,0.185596500057661,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0544304429619929,0,0.0609230323537585,-0.0515126383298043,0,0.00450779052101638,0.0922595009851886,0.01,1.35205421961626e-11,-0.00068704925317306,0.01,0.010183155337011
"95",-21.4115823385047,-2.38210122656114,0.0107455148575227,-75.1010449195957,-6.42933799693483,0.0321259051719922,-1.30819707142516,-0.0933415797187303,0.000578259788924323,1.45203720875242e-56,0.180992067571288,4.50883378497732e-137,-22.5895571227738,-1.64749061094238,0.00533708863697067,7.07771385063768e-07,0.141469276829215,0,0.0525497257762457,-0.0112354927501366,5.49618399826871e-05,-74.8279072615602,-4.47963532492066,0.0188842826673135,2.84714522516577e-58,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0225701473713036,-0.125537610011547,1.59860716370479e-05,-0.0876805831352761,-0.00836154480601902,0.00108898916942632,5.63878267314635e-24,0.05,7.66823163450352e-119,149.655815938758,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,2.97884154899575e-63,0,1.08604734089545e-140,0.18338716201844,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0525504335478958,0,0.0609230323537585,-0.0511356252806182,0,0.00450779052101638,0.0897490804284134,0.01,1.35205421961626e-11,-0.000689499096577239,0.01,0.010183155337011
"96",-21.0613819837308,-2.38210122656114,0.0107455148575227,-73.8737272082336,-6.42933799693483,0.0321259051719922,-1.28588116924237,-0.0933415797187303,0.000578259788924323,3.59071196626497e-57,0.180992067571288,4.50883378497732e-137,-22.2204463230421,-1.64749061094238,0.00533708863697067,5.61231093721186e-07,0.141469276829215,0,0.0507446982219413,-0.0112354927501366,5.49618399826871e-05,-73.6052278836512,-4.47963532492066,0.0188842826673135,6.95996404090365e-59,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0218169885320565,-0.125537610011547,1.59860716370479e-05,-0.0852248423268424,-0.00836154480601902,0.00108898916942632,1.82251052866777e-25,0.05,7.66823163450352e-119,147.210456889597,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,7.25301850975533e-64,0,1.08604734089545e-140,0.181197629003907,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0507452594535778,0,0.0609230323537585,-0.0507564526941872,0,0.00450779052101638,0.0873005731550475,0.01,1.35205421961626e-11,-0.000691910275725352,0.01,0.010183155337011
"97",-20.7154011244657,-2.38210122656114,0.0107455148575227,-72.6613037247126,-6.42933799693483,0.0321259051719922,-1.26384912031797,-0.0933415797187303,0.000578259788924323,8.94011057915062e-58,0.180992067571288,4.50883378497732e-137,-21.8558077453016,-1.64749061094238,0.00533708863697067,4.45046627298443e-07,0.141469276829215,0,0.0490105777895649,-0.0112354927501366,5.49618399826871e-05,-72.3973627115577,-4.47963532492066,0.0188842826673135,1.71309660411515e-59,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0211090618121539,-0.125537610011547,1.59860716370479e-05,-0.0828298664495508,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,144.794726313168,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,1.77921901291336e-64,0,1.08604734089545e-140,0.1790274076478,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0490110228386907,0,0.0609230323537585,-0.0503751488737202,0,0.00450779052101638,0.084912715473757,0.01,1.35205421961626e-11,-0.000694283009989583,0.01,0.010183155337011
"98",-20.3736338838389,-2.38210122656114,0.0107455148575227,-71.463739021407,-6.42933799693483,0.0321259051719922,-1.24210021973032,-0.0933415797187303,0.000578259788924323,2.24115674720062e-58,0.180992067571288,4.50883378497732e-137,-21.495631217643,-1.64749061094238,0.00533708863697067,3.52925605502288e-07,0.141469276829215,0,0.0473437202121503,-0.0112354927501366,5.49618399826871e-05,-71.2042780551947,-4.47963532492066,0.0188842826673135,4.24562691079012e-60,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0204433172806319,-0.125537610011547,1.59860716370479e-05,-0.0804944073539809,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,142.408556816333,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,4.39732820187497e-65,0,1.08604734089545e-140,0.176876000329826,0,8.61401706630805e-15,0,0,0.0692557898902866,-0.0473440731434139,0,0.0609230323537585,-0.0499917481556566,0,0.00450779052101638,0.0825842599480468,0.01,1.35205421961626e-11,-0.000696617529922386,0.01,0.010183155337011
"99",-20.0360729008065,-2.38210122656114,0.0107455148575227,-70.2809940069943,-6.42933799693483,0.0321259051719922,-1.22063368244916,-0.0933415797187303,0.000578259788924323,5.65686441279273e-59,0.180992067571288,4.50883378497732e-137,-21.1399054623826,-1.64749061094238,0.00533708863697067,2.79881014402931e-07,0.141469276829215,0,0.04574070901222,-0.0112354927501366,5.49618399826871e-05,-70.0259365644525,-4.47963532492066,0.0188842826673135,1.05948350424163e-60,1.4033935513501,4.68925449043331e-141,0,-0.0904478571882257,4.81765974183457e-05,0,-0.0499271950928317,7.28049071682933e-05,0.0198169524717431,-0.125537610011547,1.59860716370479e-05,-0.07821723300277,-0.00836154480601902,0.00108898916942632,0,0.05,7.66823163450352e-119,140.051873688698,10.95,1.64902868130101e-05,0,0.2,3.14610137310824e-28,1.09497940661793e-65,0,1.08604734089545e-140,0.174742907616643,0,8.61401706630805e-15,4.33880295828415e-14,0,0.0692557898902866,-0.0457409888930578,0,0.0609230323537585,-0.0496062903984331,0,0.00450779052101638,0.0803139752318315,0.01,1.35205421961626e-11,-0.000698914076348312,0.01,0.010183155337011
