"","R1","R2","R3","R4","R5","R6","R1b","R2b","R3b","R4b","R5b","R6b","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29"
"1",46.5324800926798,6.73966248541266,0.0259938603669257,0.0698331009955775,0.008220718441968,0.182559944365858,5.95051500330015,0.86185955824298,0.00332406215613282,0.00893016908562606,0.00105125513038219,0.0233455359737332,0,0,0.0689998010085638,0.00247749525899793,0.00667347775132482,0.010524628380384,0,2.3294882737055e-06,5.1228803114293e-06,0,0,0,0,4.37448438484232e-09,1.53514482938787,9.17283725678604,0.000601650491014604,8.59264087041328,3869.67371238304,0,0,5.3564833772961e-06,2.22834041520648e-07
"2",41.0052657238175,25.9670742704562,0.0877563390586839,0.288867807896947,0.0371934597594064,0.849372401971764,5.47553063839428,3.46744517435859,0.0117183126300298,0.0385732052863349,0.004966531123885,0.113418716555264,0,0,0.245894062783439,0.00225226430869186,0.00449764343789604,0.10304106344037,0.000274373640257591,0,0.000580216445315843,0,0,0,0,5.27930292473395e-09,4.59416299086357,6.11407506206568,0.00180297726414952,2.67490374352671,8858.71727098107,0,0,1.58550126857603e-05,2.51158037583485e-07
"3",9.97576092878225,67.4083307712659,0.202657046903747,0.822367436823215,0.113981547048482,2.68002697813119,1.38085995773864,9.33076338181704,0.0280520957970778,0.113833347868327,0.0157774986152926,0.370973399039987,0,0,0.461464500464725,0.000435998703568527,0.000696545992253926,0.352079878264254,0.00195586727587254,0,0.00300160839096337,0,0,0,0,6.01626758927625e-09,7.17742428628403,0.943544537595662,0.0028115009411802,0.314643502364338,2898.58843547148,0,0,2.64504827712624e-05,2.7893478771983e-07
"4",0.697108878456055,86.2735167301934,0.232684682189751,1.17504458544324,0.173747837486739,4.21028052316644,0.0995671408770162,12.3223325074496,0.0332340459969786,0.167830066997171,0.0248161742688371,0.60134880925677,0,0,0.700020713968765,3.94299912618726e-05,5.27476820504495e-05,0.638378933066984,0.00657946411287868,0,0.00859491101103408,0,0,0,0,6.57279017660654e-09,8.96771479481866,0.0712979530609995,0.00349820535510651,0.0204746354129523,292.830836159076,0,0,3.72037790525745e-05,3.07282332144361e-07
"5",0.0294878855371153,95.3606859976547,0.232242112167464,1.47570310500493,0.23157078159902,5.78847496639309,0.00433196199261036,14.0091044103905,0.0341178753466983,0.21679037499017,0.0340192525240032,0.850364585077823,0,0,0.94883761636574,2.21989324271752e-06,2.56410837564877e-06,0.912359132847044,0.0152774120134698,0,0.0180967454445524,0,0,0,0,6.95051454172682e-09,9.89281337815805,0.00346047965805544,0.0038376787583018,0.000900464828823255,16.3087640011186,0,0,4.81400127510498e-05,3.37026800265381e-07
"6",0.000930605155504662,102.206972302253,0.226446044364011,1.83210168490713,0.304217221932317,7.8516077394563,0.000140286455813177,15.4074516123899,0.0341361884885683,0.276184857288472,0.0458600036866029,1.18361070287249,0,0,1.19730197337236,8.90156532769665e-08,9.07738998986079e-08,1.16889906994948,0.0289130236181575,0,0.0320724856446437,0,0,0,0,7.17436284007678e-09,10.0307532777387,0.000122345146270424,0.00386688622024492,2.96218242728641e-05,0.624325289561481,0,0,5.92607381249782e-05,3.68884495711273e-07
"7",2.33925345325752e-05,107.243875791909,0.218292510970689,2.27667240577529,0.399468724890548,10.6552255939978,3.61210397554188e-06,16.5598143955301,0.0337071318890318,0.351547090224691,0.0616830368369215,1.64530195198724,0,0,1.43653187347073,2.74264855421969e-09,2.51196489917337e-09,1.40775293414191,0.0481665758909683,0,0.0509711411347628,0,0,0,0,7.26888969920162e-09,9.54102823265722,3.38143242357267e-06,0.00365490085306148,7.73767426826696e-07,0.018179528036749,0,0,7.0542260862901e-05,4.03539896987484e-07
"8",4.86905814035494e-07,110.205482762987,0.208870449951349,2.84364457444395,0.52707357408334,14.5435906009999,7.69039578106774e-08,17.4063187429762,0.0329898797835772,0.449137217255855,0.0832482232415349,2.29707603761233,0,0,1.65919358145217,6.81358955144724e-11,5.68345448645961e-11,1.62899432324979,0.0735069350795484,0,0.0750808644049884,0,0,0,0,7.25533979374193e-09,8.61442053303135,7.64141681050992e-08,0.00328080987802977,1.66927518299054e-08,0.000426367640493528,0,0,8.19379446903096e-05,4.41694330674711e-07
"9",8.62399989283776e-09,110.608347698461,0.19875289844003,3.57749297368252,0.700791589892153,20.023003580305,1.39168098799312e-09,17.8492041417024,0.0320733573173202,0.577310878712762,0.113088861817861,3.23117274483862,0,0,1.859411826725,1.4108568449133e-12,1.08443188266552e-12,1.83275501952105,0.105149742922511,0,0.104490789752752,0,0,0,0,7.15195818389787e-09,7.4376398590048,1.45629370812979e-09,0.00281903355135845,3.05789674312339e-10,8.35630761943458e-06,0,0,9.33810553725036e-05,4.84097117190477e-07
"10",1.32639316348769e-10,107.742105107249,0.187933599303933,4.53025063590878,0.938822168156996,27.8025900944559,2.18486713157617e-11,17.7475420271825,0.0309568803082708,0.746233921032346,0.154645074632906,4.57971037111922,0,0,2.03273776268834,2.49437863042998e-14,1.78478015722768e-14,2.01921664308203,0.143004984361347,0,0.139052714551136,0,0,0,0,6.97444940121629e-09,6.1709837788924,2.3940849333969e-11,0.00233102607717272,4.85580237920204e-12,1.40430248570831e-07,0,0,0.000104786812827563,5.3156262986221e-07
