"","siderite","FeS","Viv","CaCO3","Apatite","MnCO3"
"1",0.0363251520600558,0.0549426446492229,0.063840019674133,1.09921834190107,431.507622006292,0.155880350517936
"2",0.076380044505555,0.272818645373301,0.138394906056378,1.11685709938237,452.019052772349,0.159343764049412
"3",0.144281345674882,0.810437971191376,0.269797656605886,1.13394224416024,473.628532531778,0.162466324466177
"4",0.24329892258655,1.86423672478238,0.470461262519738,1.15046899840295,496.909772413373,0.165261433711885
"5",0.367036914314847,3.56713416891564,0.734942594677529,1.16626846302185,521.628292298677,0.167760438539347
"6",0.496684025284403,5.85818934358015,1.0287502478964,1.18065250907512,546.224013168954,0.16993603953744
"7",0.606315614743915,8.4229848884286,1.29341126814578,1.19261179812107,568.271560632623,0.171702826442035
"8",0.684286520499644,10.939957034739,1.49469961352134,1.20248351194812,586.697180221823,0.173146654061892
"9",0.73930703949778,13.3372167900858,1.64587045311415,1.21140012826912,602.389448644214,0.174446883174472
"10",0.782085392385824,15.656019423693,1.7692486227789,1.2198911605597,616.417145295859,0.175684647234263
"11",0.819035558493628,17.9367938780088,1.87931947955,1.22808448283597,629.426517757036,0.176879584041153
"12",0.853444303970459,20.2006305777794,1.98383392578045,1.23601094388088,641.758128882208,0.17803642679509
"13",0.88693089798451,22.4539712843058,2.08672887174666,1.24368698037343,653.591298689357,0.179157610331664
"14",0.920284929075836,24.6947877132037,2.18998089130736,1.25112743118774,665.02580147963,0.180245287514404
"15",0.953892170439225,26.916963139421,2.29459112633847,1.25834697099152,676.122466756551,0.181301575990854
"16",0.987944078656792,29.1129948520795,2.40108282068373,1.26536022763635,686.922736258725,0.182328584503482
"17",1.02253945405584,31.2755461340334,2.50974758198054,1.27218175769143,697.458012453993,0.183328411556821
"18",1.05773338070703,33.3982806046505,2.62076593546768,1.27882599371151,707.754132243982,0.18430313833895
"19",1.09356065642353,35.4762666295648,2.73426591682777,1.28530717843641,717.833527055661,0.185254819370788
"20",1.13004695742633,37.5061278635404,2.85035139652608,1.29163929189497,727.716287143743,0.186185472039341
"21",1.16721412890242,39.4860436291082,2.96911570342248,1.29783597572169,737.420706199367,0.18709706570301
"22",1.20508266844573,41.4156597178369,3.09064813609538,1.30391045826338,746.963578108572,0.187991510899738
"23",1.24367286927244,43.2959457609448,3.21503704208876,1.30987548353113,756.360374120198,0.188870649101832
"24",1.28300532384323,45.1290218277113,3.34237124410349,1.31574324655883,765.625361094269,0.189736243387413
"25",1.32310112277246,46.9179694724675,3.47274067153533,1.32152533720321,774.771689702227,0.190589970322906
"26",1.36398190960607,48.6666381933684,3.6062366112876,1.32723269388115,783.811466474149,0.191433413272281
"27",1.40566986897576,50.3794556023567,3.74295177755855,1.33287556817566,792.755816496158,0.192268057268728
"28",1.448187685938,52.0612477048692,3.88298029711359,1.33846350071379,801.614940186431,0.193095285507382
"29",1.49155849520643,53.7170741426713,4.02641765682782,1.34400530821991,810.398165942167,0.19391637744652
"30",1.53580582967537,55.3520818847586,4.17336063628407,1.3495090812261,819.113999645998,0.19473250844322
"31",1.5809535729741,56.9713795980748,4.32390723658979,1.35498219156409,827.770171607122,0.195544750798486
"32",1.62702591837394,58.5799337865673,4.47815661091361,1.36043130850596,836.373681294598,0.196354076049112
"33",1.67404733503724,60.182486771171,4.63620899945414,1.36586242224003,844.930840093803,0.197161358317885
"34",1.72204254181494,61.7834957167309,4.79816567015304,1.37128087327696,853.447312242467,0.197967378520176
"35",1.77103648831809,63.3870912122111,4.96412886573945,1.37669138637102,861.928154056248,0.198772829222889
"36",1.82105434267668,64.9970533867678,5.13420175729605,1.38209810757603,870.377851514397,0.199578319958087
"37",1.87212148521195,66.6168031955596,5.3084884043055,1.3875046431735,878.800356262504,0.200384382808354
"38",1.92426350714085,68.2494063255161,5.48709372098777,1.39291409933374,887.19912006565,0.201191478100403
"39",1.97750621339481,69.897587135057,5.67012344863572,1.39832912153922,895.577127737493,0.2020000000669
"40",2.03187562864557,71.5637501298405,5.85768413358067,1.40375193297446,903.93692856573,0.202810282361262
"41",2.08739800568665,73.250006662667,6.04988311036121,1.40918437125705,912.280666246087,0.20362260333562
"42",2.14409983539668,74.958204802296,6.24682848962352,1.41462792305455,920.610107338785,0.20443719101593
"43",2.20200785760998,76.689960616582,6.4486291502478,1.42008375628741,928.926668263446,0.205254227730246
"44",2.26114907233007,78.4466894358518,6.65539473517134,1.42555274974393,937.23144084375,0.206073854365751
"45",2.32155075082489,80.229635982123,6.86723565036385,1.4310355200531,945.525216423587,0.206896174245772
"46",2.38324044625371,82.0399025520418,7.084263066404,1.43653244604917,953.808508575691,0.207721256631709
"47",2.44624600356321,83.8784747141167,7.30658892210727,1.44204369062725,962.081574428876,0.208549139864071
"48",2.5105955684797,85.7462442160391,7.53432592966328,1.44756922024682,970.344434647715,0.209379834164413
"49",2.5763175954863,87.6440289916257,7.76758758075535,1.45310882225401,978.59689209438,0.210213324123927
"50",2.64344085473639,89.5725903085211,8.00648815315512,1.45866212023329,986.83854921935,0.211049570907464
"51",2.71199443788995,91.5326472092592,8.25114271731025,1.46422858758319,995.068824220446,0.211888514201936
"52",2.78200776289062,93.5248884734989,8.50166714247243,1.46980755951902,1003.28696602125,0.212730073937634
"53",2.85351057772222,95.5499823733624,8.75817810194552,1.47539824368797,1011.49206811792,0.213574151809643
"54",2.92653296318995,97.608584512532,9.02079307706922,1.48099972957264,1019.68308135099,0.214420632624158
"55",3.00110533477884,99.7013440388972,9.28963035959065,1.48661099684019,1027.858825659,0.215269385492352
"56",3.07725844363831,101.828908505543,9.56480905211523,1.49223092276874,1036.0180008673,0.21612026489175
"57",3.15502337674259,103.991927630571,9.84644906636708,1.49785828888984,1044.15919658224,0.216973111612942
"58",3.23443155626082,106.191056176735,10.1346711190288,1.50349178693529,1052.280901241,0.217827753606457
"59",3.31551473818137,108.426956140309,10.429596724969,1.50913002419183,1060.38151038217,0.218684006743734
"60",3.39830501021,110.700298407509,10.7313481877048,1.51477152834264,1068.4593341999,0.219541675503003
"61",3.48283478897219,113.011764007658,11.0400485869814,1.52041475185687,1076.51260443351,0.220400553590437
"62",3.56913681653466,115.362045066279,11.3558217633883,1.52605807599848,1084.53948066005,0.221260424504866
"63",3.65724415626919,117.751845538768,11.6787922999626,1.53169981449718,1092.53805603748,0.222121062054017
"64",3.74719018806543,120.181881786514,12.009085500763,1.53733821693499,1100.50636256084,0.222982230828351
"65",3.83900860291508,122.652883041932,12.3468273664257,1.54297147188316,1108.44237587631,0.223843686638956
"66",3.93273339687775,125.165591796713,12.6921445667423,1.54859770983187,1116.34401970838,0.224705176924494
