"","R.ALK","R.DIC","R.TOT_P","R.TOT_N5","R.TOT_N3","R.TOT_S6","R.TOT_S2","R.CH4","R.O2","R.N2","R.Mn2","R.Fe2","R.Ca2","R.MnO2","R.OM","R.OM_beta","R.FeOH3","R.FeOH3_P","R.FeCO3","R.S0","R.FeS","R.Viv","R.CaCO3","R.Apatite","R.MnCO3","I.TOT_S6","I.O2","I.TOT_N5"
"51",124.217701115479,80.7803920185775,-0.187479010553957,-0.12026183380677,8.64409111238139,-32.1099842913652,18.7684562343458,0,-17.1015547289644,0.327880361768229,0.000768153721683066,25.5221821342816,0,-0.000768153721683066,-80.7803920185775,0,-27.1047791018491,1.58259696756756,0,13.3415280570194,0,0,0,0,0,28.7590909434873,17.0223239603436,0.118821909381554
"52",122.151770091969,79.9588320667137,-0.184807274513016,-0.118382159913789,8.56080447470818,-31.9123483996744,18.6059857339974,0,-16.8504187050369,0.321904300938808,0.000420415245929707,24.7311192764965,0,-0.000420415245929707,-79.9588320667137,0,-26.2963457413564,1.56522646485995,0,13.306362665677,0,0,0,0,0,28.7242551824197,16.7805613032425,0.117140313140172
"53",120.142877029149,79.1456276171894,-0.182176166505988,-0.11657321567752,8.47780065949314,-31.711791904344,18.4446992341272,0,-16.6039888477,0.316296938159768,0.000229497785241732,23.971142091607,0,-0.000229497785241732,-79.1456276171894,0,-25.5191971429721,1.54805505136516,0,13.2670926702168,0,0,0,0,0,28.678686904048,16.5421775796637,0.115481298280921
"54",118.189002499957,78.3406936921293,-0.17958566160307,-0.114825314380442,8.39514646092263,-31.5086470087903,18.2846108130118,0,-16.3619898192136,0.311015204690797,0.000125003263464755,23.2409505194717,0,-0.000125003263464754,-78.3406936921293,0,-24.7720318688751,1.53108134940338,0,13.2240361957785,0,0,0,0,0,28.623065895302,16.3071325749733,0.113844724733532
"55",116.288170383355,77.5439461779072,-0.177035562907979,-0.113137783440366,8.31289733614207,-31.3032093363554,18.1257208069398,0,-16.1241834688393,0.306026256484784,6.79615683712197e-05,22.5392725525083,0,-6.79615683712197e-05,-77.5439461779072,0,-24.0535762607811,1.51430370827285,0,13.1774885294156,0,0,0,0,0,28.5580320553225,16.0753855151095,0.11223041073128
"56",114.43831847371,76.7553018163571,-0.174520552923559,-0.111428197795251,8.23100767431779,-31.0957423401428,17.9680185719612,0,-15.8905391640038,0.301306955849932,3.68931778319077e-05,21.8649017910158,0,-3.68931778319077e-05,-76.7553018163571,0,-23.3626137474035,1.49771195638765,0,13.1277237681816,0,0,0,0,0,28.4841877686371,15.8468952782704,0.110638136148734
"57",112.637527644613,75.9746781960727,-0.172043049834718,-0.109747309557937,8.14958420085133,-30.8864942266698,17.8114978488081,0,-15.6607796834064,0.296824633675611,2.00031050028343e-05,21.2165623124098,0,-2.00031050028343e-05,-75.9746781960727,0,-22.697871140689,1.48130882827914,0,13.0749963778617,0,0,0,0,0,28.4021001547903,15.6216204373834,0.109067721248411
"58",110.88384402211,75.2019937437952,-0.16960420869084,-0.108107369017343,8.06869014770951,-30.6756922967872,17.6561496804644,0,-15.4347295450975,0.292549164278641,1.08351128311638e-05,20.5930180164462,0,-1.08351128311638e-05,-75.2019937437951,0,-22.0581129828774,1.4650949664312,0,13.0195426163228,0,0,0,0,0,28.3123031744847,15.3995194805956,0.107518977447274
"59",109.175403890693,74.4371677158897,-0.167204841194847,-0.106514400588528,7.98837207475504,-30.4635433468676,17.5019614953476,0,-15.2122469838076,0.288455692228658,5.86488184315627e-06,19.9931070753276,0,-5.86488184315627e-06,-74.4371677158897,0,-21.4421775294557,1.44907045412804,0,12.9615818515199,0,0,0,0,0,28.2152996131633,15.1805509416822,0.105991696762092
"60",107.510463950197,73.6801201899073,-0.164845167196515,-0.1049672740329,7.90865658715352,-30.2502347335021,17.3489169464597,0,-14.99322230642,0.284525808775335,3.17300098536644e-06,19.4157595544039,0,-3.17300098536644e-06,-73.6801201899073,0,-20.8489939555475,1.43323440114368,0,12.9013177870425,0,0,0,0,0,28.1115629507503,14.9646734967705,0.104485647683016
"61",105.887384165292,72.9307720562337,-0.162524055395183,-0.103448279194168,7.82954186104472,-30.0359362705528,17.196996664878,0,-14.7775932658325,0.280747075906184,1.71613977014711e-06,18.8599969981365,0,-1.71613977014711e-06,-72.9307720562337,0,-20.2775806762516,1.41758367811515,0,12.8389396056748,0,0,0,0,0,28.0015391244276,14.7518460314389,0.103000577687716
"62",104.304653301219,72.1890450098221,-0.160241888799786,-0.101961708470292,7.75104436822204,-29.8208044581405,17.0461814206412,0,-14.5652628430594,0.277108954773111,9.28078936685212e-07,18.3248972816442,0,-9.28078936685212e-07,-72.1890450098221,0,-19.7270149738234,1.40211769217924,0,12.7746230374993,0,0,0,0,0,27.8856481894109,14.5420276702206,0.101536229868535
"63",102.76085872885,71.4548615420107,-0.15799871392743,-0.100514440648144,7.67317764048938,-29.604982959255,16.8964516097933,0,-14.3561376119944,0.273603714966351,5.01923949753389e-07,17.8096005057135,0,-5.01923949753389e-07,-71.4548615420106,0,-19.1964358078883,1.38683530217482,0,12.7085313494618,0,0,0,0,0,27.7642858785924,14.3351778278162,0.100092339534817
"64",101.254506426794,70.7281449324231,-0.155786901221529,-0.0990213381647472,7.59585485566855,-29.3886025330938,16.747786268182,0,-14.1503172308139,0.270227839681234,2.71503773206359e-07,17.3133188612719,0,-2.71503773206359e-07,-70.7281449324231,0,-18.6850414471509,1.37172258587902,0,12.6408162649118,0,0,0,0,0,27.6378250679705,14.1312562541024,0.098668628955153
"65",99.7842866209723,70.0088192409517,-0.153612695103067,-0.0975617040018986,7.51918160244265,-29.171795054078,16.6001762314549,0,-13.9475683423992,0.266963871288242,1.46911849840694e-07,16.8351701087225,0,-1.46911849840694e-07,-70.0088192409517,0,-18.1919588653557,1.35678875663328,0,12.5716188226232,0,0,0,0,0,27.5066171550657,13.9302229483984,0.0972648784330978
"66",98.3488049804653,69.2968092998212,-0.151476702082576,-0.0961305249734464,7.44317240011476,-28.9546818046316,16.4536116715457,0,-13.7478336282372,0.263797772646454,7.95304117395039e-08,16.3743307924853,0,-7.95304117395039e-08,-69.2968092998212,0,-17.7163644358905,1.34203364340526,0,12.501070133086,0,0,0,0,0,27.3709933352298,13.732038297818,0.0958808577578313
"67",96.9467379517177,68.5920407057348,-0.149378597868761,-0.0947195603967616,7.3678340660958,-28.7373750006758,16.3080829193579,0,-13.5510673286023,0.260717787249049,4.30776866804563e-08,15.9300278199248,0,-4.30776866804563e-08,-68.5920407057348,0,-17.257483355771,1.32745553584628,0,12.4292920813179,0,0,0,0,0,27.2312658016771,13.5366630915766,0.0945163308849299
"68",95.5768161936675,67.8944398120986,-0.147318961541142,-0.0933202329959034,7.29317208524183,-28.5199796726481,16.1635816937771,0,-13.3572273376816,0.257712699564458,2.33483839940135e-08,15.5015227609478,0,-2.33483839940135e-08,-67.8944398120986,0,-16.8145770020714,1.31305424112358,0,12.3563979788711,0,0,0,0,0,27.0877288726193,13.3440585269582,0.0931710627978109
"69",94.2379451588683,67.2039337213257,-0.145306653659542,-0.0919925734664211,7.21926297056,-28.3025954806827,16.0201023154228,0,-13.1661353823069,0.254770126528531,1.26644062399365e-08,15.0880959872441,0,-1.26644062399365e-08,-67.2039337213257,0,-16.3869393678924,1.29884338064838,0,12.2824931652599,0,0,0,0,0,26.9406600481562,13.1541862126305,0.0918448260685322
"70",92.9291158020313,66.5204502772189,-0.143344670333417,-0.0907330183530595,7.14609765411626,-28.0853082470777,15.8776326885726,0,-12.9777481091522,0.251888720596748,6.87496748359423e-09,14.6891619756617,0,-6.87496748359423e-09,-66.5204502772189,0,-15.9739887890667,1.28482681340505,0,12.2076755585051,0,0,0,0,0,26.7903209995247,12.9670082553719,0.0905373542179062
"71",91.64944494159,65.8439180574304,-0.141430566776888,-0.0895018321530722,7.07361129176272,-27.8681911428099,15.7361549499435,0,-12.7921007993497,0.24907697800372,3.73546665012566e-09,14.3042594789033,0,-3.73546665012566e-09,-65.8439180574304,0,-15.5752588206609,1.27099934175755,0,12.1320361928664,0,0,0,0,0,26.6369585079127,12.7824872578827,0.0892483471197858
"72",90.3982556909867,65.1742663659983,-0.139564375644924,-0.0883260744211318,7.0018027685834,-27.6513110305885,15.5956512850036,0,-12.6090969306217,0.246344969168769,2.0315835315524e-09,13.9329702035486,0,-2.0315835315524e-09,-65.1742663659983,0,-15.1903301121077,1.25735990855912,0,12.0556597455849,0,0,0,0,0,26.4808053546372,12.60058626974,0.0879775030146845
"73",89.1744453608722,64.511425225959,-0.137714740943565,-0.0869645335186446,6.93038911455946,-27.4347248065797,15.456099773583,0,-12.4291825381251,0.243709597318173,1.10602307833428e-09,13.5749636782396,0,-1.10602307833428e-09,-64.511425225959,0,-14.8188188317927,1.24385515355309,0,11.9786250329967,0,0,0,0,0,26.3220811571961,12.4212688198638,0.0867244987993936
"74",87.9772980752294,63.8553253720351,-0.135909458678129,-0.085647497614244,6.85963916074999,-27.2185144696992,15.3175089764938,0,-12.251841539731,0.241147655479576,6.02774081864858e-10,13.2295365087915,0,-6.02774081864858e-10,-63.8553253720351,0,-14.4600668231298,1.23053031433832,0,11.9010054932054,0,0,0,0,0,26.1609931601403,12.2444986317095,0.0854891663797369
