"","tran.ALK.dC","tran.ALK.flux.up","tran.ALK.flux.down","tran.DIC.dC","tran.DIC.flux.up","tran.DIC.flux.down","tran.TOT_P.dC","tran.TOT_P.flux.up","tran.TOT_P.flux.down","tran.TOT_N5.dC","tran.TOT_N5.flux.up","tran.TOT_N5.flux.down","tran.TOT_N3.dC","tran.TOT_N3.flux.up","tran.TOT_N3.flux.down","tran.TOT_S6.dC","tran.TOT_S6.flux.up","tran.TOT_S6.flux.down","tran.TOT_S2.dC","tran.TOT_S2.flux.up","tran.TOT_S2.flux.down","tran.CH4.dC","tran.CH4.flux.up","tran.CH4.flux.down","tran.O2.dC","tran.O2.flux.up","tran.O2.flux.down","tran.N2.dC","tran.N2.flux.up","tran.N2.flux.down","tran.Mn2.dC","tran.Mn2.flux.up","tran.Mn2.flux.down","tran.Fe2.dC","tran.Fe2.flux.up","tran.Fe2.flux.down","tran.Ca2.dC","tran.Ca2.flux.up","tran.Ca2.flux.down","tran.MnO2.dC","tran.MnO2.flux.up","tran.MnO2.flux.down","tran.OM.dC","tran.OM.flux.up","tran.OM.flux.down","tran.OM_beta.dC","tran.OM_beta.flux.up","tran.OM_beta.flux.down","tran.FeOH3.dC","tran.FeOH3.flux.up","tran.FeOH3.flux.down","tran.FeOH3_P.dC","tran.FeOH3_P.flux.up","tran.FeOH3_P.flux.down","tran.FeCO3.dC","tran.FeCO3.flux.up","tran.FeCO3.flux.down","tran.S0.dC","tran.S0.flux.up","tran.S0.flux.down","tran.FeS.dC","tran.FeS.flux.up","tran.FeS.flux.down","tran.Viv.dC","tran.Viv.flux.up","tran.Viv.flux.down","tran.CaCO3.dC","tran.CaCO3.flux.up","tran.CaCO3.flux.down","tran.Apatite.dC","tran.Apatite.flux.up","tran.Apatite.flux.down","tran.MnCO3.dC","tran.MnCO3.flux.up","tran.MnCO3.flux.down"
"1",320.956809634307,-0.969960645108594,0.00661598806388908,-74.5572215733384,-4.25398947374114,0.0120259212262052,8.80110187552362,-0.0400967718536167,0.000189983531674281,-153.329616355861,0.0142926129199433,3.52752324912911e-14,145.339970753173,-0.424672058086494,0.00137719369891571,0.0342104649049568,0.23826076192622,0,0.196121115247052,-0.195570293888837,4.03994742978191e-05,0.700918304110925,-0.00017701411606368,0.00420366175764007,387.965853825375,3.92747658915729,0,-1.57923782274214,-0.116385710841709,3.00128078828715e-05,-1.04685409748409,-0.0497689861487018,0.000231013851299005,16.625226762807,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,9.38695039844414,0.05,6.84966269013219e-149,592.223971348713,2.4455,1.23298350235742e-64,70.032074710476,1.825,0.000103929158966321,-7.13275425268715,0,1.0061721499986e-128,-141.942632050375,0,4.86219733951357e-229,-6.39080259355678e-151,0,1.0605649735344e-128,-2.06534141023028,0,0.0426500685630853,0,0,0,-6.39080259355678e-151,0,1.0605649735344e-128,0,1,1,-6.39080259355678e-151,0,1.0605649735344e-128,0,0.2,0.2
"2",268.813778153791,-0.969960645108594,0.00661598806388908,-82.5128732414642,-4.25398947374114,0.0120259212262052,12.9359545943734,-0.0400967718536167,0.000189983531674281,-121.984747004546,0.0142926129199433,3.52752324912911e-14,114.810066025539,-0.424672058086494,0.00137719369891571,0.00678058112838011,0.23826076192622,0,0.544085494882865,-0.195570293888837,4.03994742978191e-05,9.24384070910481,-0.00017701411606368,0.00420366175764007,344.136079669503,3.92747658915729,0,-1.94239781482904,-0.116385710841709,3.00128078828715e-05,-1.54662799309105,-0.0497689861487018,0.000231013851299005,24.0308684332607,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,13.7668325234901,0.05,6.84966269013219e-149,582.345719463677,2.4455,1.23298350235742e-64,69.8359974959239,1.825,0.000103929158966321,-11.7399181137405,0,1.0061721499986e-128,-202.163452698646,0,4.86219733951357e-229,4.66320984199802e-150,0,1.0605649735344e-128,-4.90336462795458,0,0.0426500685630853,0,0,0,4.66320984199802e-150,0,1.0605649735344e-128,0,1,1,4.66320984199802e-150,0,1.0605649735344e-128,0,0.2,0.2
"3",213.945331206958,-0.969960645108594,0.00661598806388908,-142.970254198637,-4.25398947374114,0.0120259212262052,16.6588311240245,-0.0400967718536167,0.000189983531674281,-89.5099565861824,0.0142926129199433,3.52752324912911e-14,83.542443607835,-0.424672058086494,0.00137719369891571,0.0470686461287708,0.23826076192622,0,0.822343563004733,-0.195570293888837,4.03994742978191e-05,70.2872568149013,-0.00017701411606368,0.00420366175764007,403.005254464652,3.92747658915729,0,-2.50175274733508,-0.116385710841709,3.00128078828715e-05,-2.284420332892,-0.0497689861487018,0.000231013851299005,31.1073700475023,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,20.1862276679851,0.05,6.84966269013219e-149,572.620689379409,2.4455,1.23298350235742e-64,69.6409433224953,1.825,0.000103929158966321,-19.4388097299477,0,1.0061721499986e-128,-255.440749382237,0,4.86219733951357e-229,-3.36597075162035e-151,0,1.0605649735344e-128,-7.68254098193357,0,0.0426500685630853,0,0,0,-3.36597075162035e-151,0,1.0605649735344e-128,0,1,1,-3.36597075162035e-151,0,1.0605649735344e-128,0,0.2,0.2
"4",149.318251707234,-0.969960645108594,0.00661598806388908,-437.662871095775,-4.25398947374114,0.0120259212262052,17.3711883084102,-0.0400967718536167,0.000189983531674281,-55.4390360082269,0.0142926129199433,3.52752324912911e-14,51.536180662367,-0.424672058086494,0.00137719369891571,0.314505196128846,0.23826076192622,0,0.864762074642755,-0.195570293888837,4.03994742978191e-05,365.564574603162,-0.00017701411606368,0.00420366175764007,926.018446968356,3.92747658915729,0,-3.4899531944364,-0.116385710841709,3.00128078828715e-05,-3.30211199583608,-0.0497689861487018,0.000231013851299005,33.4737288645043,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,28.9682900368401,0.05,6.84966269013219e-149,563.046594182442,2.4455,1.23298350235742e-64,69.4469028856898,1.825,0.000103929158966321,-29.7228729635042,0,1.0061721499986e-128,-263.930609287448,0,4.86219733951357e-229,-3.18872238835998e-150,0,1.0605649735344e-128,-10.3453051738059,0,0.0426500685630853,0,0,0,-3.18872238835998e-150,0,1.0605649735344e-128,0,1,1,-3.18872238835998e-150,0,1.0605649735344e-128,0,0.2,0.2
"5",70.6667112047788,-0.969960645108594,0.00661598806388908,-1137.87706189158,-4.25398947374114,0.0120259212262052,12.432315584336,-0.0400967718536167,0.000189983531674281,-21.1188817422236,0.0142926129199433,3.52752324912911e-14,21.2888131581799,-0.424672058086494,0.00137719369891571,1.49415166614809,0.23826076192622,0,-0.0212095179219295,-0.195570293888837,4.03994742978191e-05,1066.36203590938,-0.00017701411606368,0.00420366175764007,2256.75056355693,3.92747658915729,0,-5.48232615946545,-0.116385710841709,3.00128078828715e-05,-4.63163644841718,-0.0497689861487018,0.000231013851299005,26.4714540588713,-0.00897442968506459,-0.00897442968506491,4.78819575868602e-16,0.001729,0.001729,40.3402047377149,0.05,6.84966269013219e-149,553.621184132866,2.4455,1.23298350235742e-64,69.2538670681568,1.825,0.000103929158966321,-40.2952760750279,0,1.0061721499986e-128,-190.263380316081,0,4.86219733951357e-229,4.69549667409288e-150,0,1.0605649735344e-128,-12.8288971958446,0,0.0426500685630853,0,0,0,4.69549667409288e-150,0,1.0605649735344e-128,0,1,1,4.69549667409288e-150,0,1.0605649735344e-128,0,0.2,0.2
"6",-7.04919283170632,-0.969960645108594,0.00661598806388908,-1390.95606634966,-4.25398947374114,0.0120259212262052,3.93963478490009,-0.0400967718536167,0.000189983531674281,7.24778390358666,0.0142926129199433,3.52752324912911e-14,0.0681332614958753,-0.424672058086494,0.00137719369891571,4.94766247642879,0.23826076192622,0,-3.20244539286903,-0.195570293888837,4.03994742978191e-05,1320.0227868805,-0.00017701411606368,0.00420366175764007,2701.17718498992,3.92747658915729,0,-9.01141363682227,-0.116385710841709,3.00128078828715e-05,-6.1847266832228,-0.0497689861487018,0.000231013851299005,13.1674354573438,-0.00897442968506459,-0.00897442968506491,-4.77968417164802e-16,0.001729,0.001729,53.483168477566,0.05,6.84966269013219e-149,544.342245850545,2.4455,1.23298350235742e-64,69.0618269281598,1.825,0.000103929158966321,-47.4414882931493,0,1.0061721499986e-128,-66.4254948500222,0,4.86219733951357e-229,-2.42960604762318e-150,0,1.0605649735344e-128,-15.091974798395,0,0.0426500685630853,0,0,0,-2.42960604762318e-150,0,1.0605649735344e-128,0,1,1,-2.42960604762318e-150,0,1.0605649735344e-128,0,0.2,0.2
"7",-54.7721559173942,-0.969960645108594,0.00661598806388908,-705.215293693924,-4.25398947374114,0.0120259212262052,-1.52864403403035,-0.0400967718536167,0.000189983531674281,21.4430330086917,0.0142926129199433,3.52752324912911e-14,-8.362911272492,-0.424672058086494,0.00137719369891571,10.5108227643795,0.23826076192622,0,-8.51653548979625,-0.195570293888837,4.03994742978191e-05,634.862145591316,-0.00017701411606368,0.00420366175764007,1292.42813107809,3.92747658915729,0,-11.8497324230111,-0.116385710841709,3.00128078828715e-05,-7.31675066030488,-0.0497689861487018,0.000231013851299005,4.58014558956092,-0.00897442968506459,-0.00897442968506491,4.77118730336678e-16,0.001729,0.001729,62.8243507246294,0.05,6.84966269013219e-149,535.207601538337,2.4455,1.23298350235742e-64,68.8707737099442,1.825,0.000103929158966321,-51.704597595946,0,1.0061721499986e-128,12.3777589145104,0,4.86219733951357e-229,6.32988829287854e-152,0,1.0605649735344e-128,-17.1236945309277,0,0.0426500685630853,0,0,0,6.32988829287854e-152,0,1.0605649735344e-128,0,1,1,6.32988829287854e-152,0,1.0605649735344e-128,0,0.2,0.2
"8",-74.7111984494459,-0.969960645108594,0.00661598806388908,-220.321618397547,-4.25398947374114,0.0120259212262052,-3.22072068350459,-0.0400967718536167,0.000189983531674281,24.3744499444644,0.0142926129199433,3.52752324912911e-14,-10.2082281924283,-0.424672058086494,0.00137719369891571,16.1656783831423,0.23826076192622,0,-13.9472625956591,-0.195570293888837,4.03994742978191e-05,150.546897795613,-0.00017701411606368,0.00420366175764007,306.116858212969,3.92747658915729,0,-12.3491275252189,-0.116385710841709,3.00128078828715e-05,-7.70825991129445,-0.0497689861487018,0.000231013851299005,2.19931779639164,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,65.7202416753077,0.05,6.84966269013219e-149,526.215108218662,2.4455,1.23298350235742e-64,68.6806988199392,1.825,0.000103929158966321,-55.1637414555391,0,1.0061721499986e-128,36.4124670097458,0,4.86219733951357e-229,2.07320417936421e-151,0,1.0605649735344e-128,-18.9141029700143,0,0.0426500685630853,0,0,0,2.07320417936421e-151,0,1.0605649735344e-128,0,1,1,2.07320417936421e-151,0,1.0605649735344e-128,0,0.2,0.2
"9",-84.3307558189911,-0.969960645108594,0.00661598806388908,-94.3791802547499,-4.25398947374114,0.0120259212262052,-3.55160380178213,-0.0400967718536167,0.000189983531674281,23.8964134495857,0.0142926129199433,3.52752324912911e-14,-10.4101152444032,-0.424672058086494,0.00137719369891571,20.8951277522213,0.23826076192622,0,-18.4803059378075,-0.195570293888837,4.03994742978191e-05,25.1810969593221,-0.00017701411606368,0.00420366175764007,45.7319566947014,3.92747658915729,0,-11.9656459550768,-0.116385710841709,3.00128078828715e-05,-7.71168411120085,-0.0497689861487018,0.000231013851299005,1.81889640002055,-0.00897442968506459,-0.00897442968506491,0,0.001729,0.001729,65.289711830393,0.05,6.84966269013219e-149,517.362656994264,2.4455,1.23298350235742e-64,68.4915938318552,1.825,0.000103929158966321,-56.3029648182825,0,1.0061721499986e-128,40.9035760339914,0,4.86219733951357e-229,-1.28440501826467e-150,0,1.0605649735344e-128,-20.4446938003136,0,0.0426500685630853,0,0,0,-1.28440501826467e-150,0,1.0605649735344e-128,0,1,1,-1.28440501826467e-150,0,1.0605649735344e-128,0,0.2,0.2
"10",-90.5903107938228,-0.969960645108594,0.00661598806388908,-76.677314989417,-4.25398947374114,0.0120259212262052,-3.60167985311099,-0.0400967718536167,0.000189983531674281,22.8907937438357,0.0142926129199433,3.52752324912911e-14,-10.3552436349865,-0.424672058086494,0.00137719369891571,24.5437081715634,0.23826076192622,0,-21.9626833070142,-0.195570293888837,4.03994742978191e-05,8.05399483264606,-0.00017701411606368,0.00420366175764007,4.96259545958211,3.92747658915729,0,-11.4468935568227,-0.116385710841709,3.00128078828715e-05,-7.5129847341023,-0.0497689861487018,0.000231013851299005,1.58371627162023,-0.00897442968506459,-0.00897442968506491,-4.74578446276992e-16,0.001729,0.001729,63.165535049441,0.05,6.84966269013219e-149,508.648172335758,2.4455,1.23298350235742e-64,68.3034504842819,1.825,0.000103929158966321,-54.7121841307339,0,1.0061721499986e-128,41.3970651464652,0,4.86219733951357e-229,-6.62071093213546e-151,0,1.0605649735344e-128,-21.7000063666364,0,0.0426500685630853,0,0,0,-6.62071093213546e-151,0,1.0605649735344e-128,0,1,1,-6.62071093213546e-151,0,1.0605649735344e-128,0,0.2,0.2
