"","tran.ALK.dC","tran.ALK.flux.up","tran.ALK.flux.down","tran.DIC.dC","tran.DIC.flux.up","tran.DIC.flux.down","tran.TOT_P.dC","tran.TOT_P.flux.up","tran.TOT_P.flux.down","tran.TOT_N5.dC","tran.TOT_N5.flux.up","tran.TOT_N5.flux.down","tran.TOT_N3.dC","tran.TOT_N3.flux.up","tran.TOT_N3.flux.down","tran.TOT_S6.dC","tran.TOT_S6.flux.up","tran.TOT_S6.flux.down","tran.TOT_S2.dC","tran.TOT_S2.flux.up","tran.TOT_S2.flux.down","tran.CH4.dC","tran.CH4.flux.up","tran.CH4.flux.down","tran.O2.dC","tran.O2.flux.up","tran.O2.flux.down","tran.N2.dC","tran.N2.flux.up","tran.N2.flux.down","tran.Mn2.dC","tran.Mn2.flux.up","tran.Mn2.flux.down","tran.Fe2.dC","tran.Fe2.flux.up","tran.Fe2.flux.down","tran.Ca2.dC","tran.Ca2.flux.up","tran.Ca2.flux.down","tran.MnO2.dC","tran.MnO2.flux.up","tran.MnO2.flux.down","tran.OM.dC","tran.OM.flux.up","tran.OM.flux.down","tran.OM_beta.dC","tran.OM_beta.flux.up","tran.OM_beta.flux.down","tran.FeOH3.dC","tran.FeOH3.flux.up","tran.FeOH3.flux.down","tran.FeOH3_P.dC","tran.FeOH3_P.flux.up","tran.FeOH3_P.flux.down","tran.FeCO3.dC","tran.FeCO3.flux.up","tran.FeCO3.flux.down","tran.S0.dC","tran.S0.flux.up","tran.S0.flux.down","tran.FeS.dC","tran.FeS.flux.up","tran.FeS.flux.down","tran.Viv.dC","tran.Viv.flux.up","tran.Viv.flux.down","tran.CaCO3.dC","tran.CaCO3.flux.up","tran.CaCO3.flux.down","tran.Apatite.dC","tran.Apatite.flux.up","tran.Apatite.flux.down","tran.MnCO3.dC","tran.MnCO3.flux.up","tran.MnCO3.flux.down","tran.Fe2_sorbed.dC","tran.Fe2_sorbed.flux.up","tran.Fe2_sorbed.flux.down"
"11",-180.260955548385,-4.08906540546869,0.00622621915050241,-154.577901333922,-17.63843876843,0.0166557252586782,-3.40967018019386,-0.0580385957095121,0.000273691414691561,96.1423428382573,0.577364000822347,7.32409969354829e-103,-26.4115664813025,-2.73818891917109,0.0026209872459728,2.98356251377284,0.0821339887130586,3.32045180051198e-43,-1.75556681717958,-0.0236817274946213,6.41255967354495e-06,-20.3987266047275,-0.548684625327909,0.00933937644800954,4.23815377480024e-09,16.0849232439884,0,-48.071171419128,-0.288669341101823,1.26593093501389e-05,-6.01808711488545,-0.0499949562488497,5.04375115032651e-06,-21.5567085721874,-0.285581534085916,7.89926955991917e-07,-3.72470666787972e-09,2.06749610543115e-06,7.57022167753417e-07,62.5665876150351,0.05,3.87431492479853e-33,1557.46127831668,7.3,6.06049666466179e-70,261.670002694778,10.95,0.0368815045354283,195.507107991842,0.5,1.10595035733711e-32,34.4588910589354,0,5.52413005701103e-158,0,0,0,-10.4973211226563,0,0.014291240409476,-2.26944327897293,0,0.0441546082492873,-1.19428616137287,0,0.0567543559126134,0,0,0,1.29078452157066e-08,0,4.36824645891218e-07,0,0,0,-0.0010066886593272,0,2.17414388749485e-24
"12",-188.753852801427,-4.08906540546869,0.00622621915050241,-152.278932016891,-17.63843876843,0.0166557252586782,-3.86144685750554,-0.0580385957095121,0.000273691414691561,85.0962189488255,0.577364000822347,7.32409969354829e-103,-27.3709216690907,-2.73818891917109,0.0026209872459728,3.39053006949313,0.0821339887130586,3.32045180051198e-43,-2.00294952715855,-0.0236817274946213,6.41255967354495e-06,-29.0534240409244,-0.548684625327909,0.00933937644800954,5.52747477409882e-11,16.0849232439884,0,-42.5481094744131,-0.288669341101823,1.26593093501389e-05,-4.88418850792034,-0.0499949562488497,5.04375115032651e-06,-31.7993609393093,-0.285581534085916,7.89926955991917e-07,-3.70412082261515e-09,2.06749610543115e-06,7.57022167753417e-07,48.0709282391336,0.05,3.87431492479853e-33,1523.75462821498,7.3,6.06049666466179e-70,260.946077198001,10.95,0.0368815045354283,280.447532116114,0.5,1.10595035733711e-32,40.734416039058,0,5.52413005701103e-158,0,0,0,-10.3587852741388,0,0.014291240409476,-3.29799405915473,0,0.0441546082492873,-1.63624991476813,0,0.0567543559126134,0,0,0,1.21521818498285e-08,0,4.36824645891218e-07,0,0,0,-0.00104389719921047,0,2.17414388749485e-24
"13",-193.919525051267,-4.08906540546869,0.00622621915050241,-147.051366857937,-17.63843876843,0.0166557252586782,-4.32739447688579,-0.0580385957095121,0.000273691414691561,69.6431453696506,0.577364000822347,7.32409969354829e-103,-28.2389753723449,-2.73818891917109,0.0026209872459728,3.83001250519209,0.0821339887130586,3.32045180051198e-43,-2.26427450734386,-0.0236817274946213,6.41255967354495e-06,-40.0318449837143,-0.548684625327909,0.00933937644800954,6.46903166078823e-13,16.0849232439884,0,-34.8215726848251,-0.288669341101823,1.26593093501389e-05,-3.84979619283827,-0.0499949562488497,5.04375115032651e-06,-42.5025906914744,-0.285581534085916,7.89926955991917e-07,-3.66757442474222e-09,2.06749610543115e-06,7.57022167753417e-07,36.0590116247711,0.05,3.87431492479853e-33,1492.01498522997,7.3,6.06049666466179e-70,260.294844356041,10.95,0.0368815045354283,361.939040052334,0.5,1.10595035733711e-32,47.1933281283868,0,5.52413005701103e-158,0,0,0,-10.1057112361178,0,0.014291240409476,-4.55973125417463,0,0.0441546082492873,-2.15739935466144,0,0.0567543559126134,0,0,0,1.14507381301742e-08,0,4.36824645891218e-07,0,0,0,-0.00107592120068414,0,2.17414388749485e-24
"14",-194.663574959086,-4.08906540546869,0.00622621915050241,-139.932725822075,-17.63843876843,0.0166557252586782,-4.71759013773489,-0.0580385957095121,0.000273691414691561,51.7688869384398,0.577364000822347,7.32409969354829e-103,-29.0226549665504,-2.73818891917109,0.0026209872459728,4.26604797595598,0.0821339887130586,3.32045180051198e-43,-2.50231239160768,-0.0236817274946213,6.41255967354495e-06,-52.3423633313159,-0.548684625327909,0.00933937644800954,6.85901259557182e-15,16.0849232439884,0,-25.8844434692202,-0.288669341101823,1.26593093501389e-05,-2.94488519910922,-0.0499949562488497,5.04375115032651e-06,-52.0838784171475,-0.285581534085916,7.89926955991917e-07,-3.61841800279211e-09,2.06749610543115e-06,7.57022167753417e-07,26.3693198565367,0.05,3.87431492479853e-33,1461.97841483803,7.3,6.06049666466179e-70,259.706127519805,10.95,0.0368815045354283,428.157602841112,0.5,1.10595035733711e-32,52.4971346464248,0,5.52413005701103e-158,0,0,0,-9.75981723539144,0,0.014291240409476,-6.0331609695538,0,0.0441546082492873,-2.74898783108503,0,0.0567543559126134,0,0,0,1.08001344855194e-08,0,4.36824645891218e-07,0,0,0,-0.0011021771715514,0,2.17414388749485e-24
"15",-190.819610595252,-4.08906540546869,0.00622621915050241,-132.737239563588,-17.63843876843,0.0166557252586782,-4.93107701374891,-0.0580385957095121,0.000273691414691561,34.7730291575472,0.577364000822347,7.32409969354829e-103,-29.7282126465811,-2.73818891917109,0.0026209872459728,4.64588478490787,0.0821339887130586,3.32045180051198e-43,-2.66582032112917,-0.0236817274946213,6.41255967354495e-06,-64.212169220068,-0.548684625327909,0.00933937644800954,6.64131646440257e-17,16.0849232439884,0,-17.3865145787736,-0.288669341101823,1.26593093501389e-05,-2.18504506652544,-0.0499949562488497,5.04375115032651e-06,-58.7937930475044,-0.285581534085916,7.89926955991917e-07,-3.55960013365552e-09,2.06749610543115e-06,7.57022167753417e-07,18.7784842856214,0.05,3.87431492479853e-33,1433.43021559668,7.3,6.06049666466179e-70,259.1716600208,10.95,0.0368815045354283,467.804797653041,0.5,1.10595035733711e-32,55.3380969550558,0,5.52413005701103e-158,0,0,0,-9.34350220102684,0,0.014291240409476,-7.67335936758012,0,0.0441546082492873,-3.39632872532425,0,0.0567543559126134,0,0,0,1.01971849896074e-08,0,4.36824645891218e-07,0,0,0,-0.0011222232603132,0,2.17414388749485e-24
"16",-183.434984878667,-4.08906540546869,0.00622621915050241,-127.027867458806,-17.63843876843,0.0166557252586782,-4.92183251668906,-0.0580385957095121,0.000273691414691561,21.351243007968,0.577364000822347,7.32409969354829e-103,-30.3613217413926,-2.73818891917109,0.0026209872459728,4.9317851573219,0.0821339887130586,3.32045180051198e-43,-2.72130257491386,-0.0236817274946213,6.41255967354495e-06,-74.1158890778918,-0.548684625327909,0.00933937644800954,5.91227790113055e-19,16.0849232439884,0,-10.6756215039834,-0.288669341101823,1.26593093501389e-05,-1.57518656888493,-0.0499949562488497,5.04375115032651e-06,-61.8151545932709,-0.285581534085916,7.89926955991917e-07,-3.4934493038289e-09,2.06749610543115e-06,7.57022167753417e-07,13.0379064957773,0.05,3.87431492479853e-33,1406.19337886362,7.3,6.06049666466179e-70,258.684637327496,10.95,0.0368815045354283,477.986563378558,0.5,1.10595035733711e-32,55.3231134552809,0,5.52413005701103e-158,0,0,0,-8.87818111278436,0,0.014291240409476,-9.41810568204598,0,0.0441546082492873,-4.08099203122934,0,0.0567543559126134,0,0,0,9.63846966558262e-09,0,4.36824645891218e-07,0,0,0,-0.00113593900573423,0,2.17414388749485e-24
"17",-174.072536906124,-4.08906540546869,0.00622621915050241,-123.331314301361,-17.63843876843,0.0166557252586782,-4.71781676364328,-0.0580385957095121,0.000273691414691561,12.2460985676051,0.577364000822347,7.32409969354829e-103,-30.9271534973175,-2.73818891917109,0.0026209872459728,5.11938425619393,0.0821339887130586,3.32045180051198e-43,-2.67059091059804,-0.0236817274946213,6.41255967354495e-06,-81.56107761849,-0.548684625327909,0.00933937644800954,4.867342495509e-21,16.0849232439884,0,-6.12304928380332,-0.288669341101823,1.26593093501389e-05,-1.10755793036396,-0.0499949562488497,5.04375115032651e-06,-61.5816086124437,-0.285581534085916,7.89926955991917e-07,-3.42170832487405e-09,2.06749610543115e-06,7.57022167753417e-07,8.85624978966758,0.05,3.87431492479853e-33,1380.12023848833,7.3,6.06049666466179e-70,258.239393178584,10.95,0.0368815045354283,464.909511339652,0.5,1.10595035733711e-32,53.0596194846184,0,5.52413005701103e-158,0,0,0,-8.38274157368075,0,0.014291240409476,-11.1982888692291,0,0.0441546082492873,-4.78370462880211,0,0.0567543559126134,0,0,0,9.12020896641261e-09,0,4.36824645891218e-07,0,0,0,-0.00114356930136074,0,2.17414388749485e-24
"18",-163.992957942914,-4.08906540546869,0.00622621915050241,-121.333101541892,-17.63843876843,0.0166557252586782,-4.38246796525407,-0.0580385957095121,0.000273691414691561,6.70462778748588,0.577364000822347,7.32409969354829e-103,-31.4304393367385,-2.73818891917109,0.0026209872459728,5.22685161922606,0.0821339887130586,3.32045180051198e-43,-2.53894925339434,-0.0236817274946213,6.41255967354495e-06,-86.8935590638263,-0.548684625327909,0.00933937644800954,3.72446574047063e-23,16.0849232439884,0,-3.35231389374243,-0.288669341101823,1.26593093501389e-05,-0.763014772925254,-0.0499949562488497,5.04375115032651e-06,-59.1303129964832,-0.285581534085916,7.89926955991917e-07,-3.34564269109227e-09,2.06749610543115e-06,7.57022167753417e-07,5.9102895498291,0.05,3.87431492479853e-33,1355.08630820876,7.3,6.06049666466179e-70,257.831160558477,10.95,0.0368815045354283,437.924445026135,0.5,1.10595035733711e-32,49.5056751290575,0,5.52413005701103e-158,0,0,0,-7.87278115747147,0,0.014291240409476,-12.947629963729,0,0.0441546082492873,-5.4865710960603,0,0.0567543559126134,0,0,0,8.63842606541146e-09,0,4.36824645891218e-07,0,0,0,-0.00114562892912147,0,2.17414388749485e-24
"19",-153.917335365411,-4.08906540546869,0.00622621915050241,-120.454858947463,-17.63843876843,0.0166557252586782,-3.97511539398619,-0.0580385957095121,0.000273691414691561,3.56168172719652,0.577364000822347,7.32409969354829e-103,-31.8755221002144,-2.73818891917109,0.0026209872459728,5.27667854609819,0.0821339887130586,3.32045180051198e-43,-2.35593966131575,-0.0236817274946213,6.41255967354495e-06,-90.7204749665102,-0.548684625327909,0.00933937644800954,2.66071811898774e-25,16.0849232439884,0,-1.78084086359794,-0.288669341101823,1.26593093501389e-05,-0.517053164675086,-0.0499949562488497,5.04375115032651e-06,-55.4338917519569,-0.285581534085916,7.89926955991917e-07,-3.2661340153014e-09,2.06749610543115e-06,7.57022167753417e-07,3.88922661031546,0.05,3.87431492479853e-33,1330.98565350545,7.3,6.06049666466179e-70,257.455892177369,10.95,0.0368815045354283,404.662085795971,0.5,1.10595035733711e-32,45.4391590908889,0,5.52413005701103e-158,0,0,0,-7.36059990044484,0,0.014291240409476,-14.6089308337231,0,0.0441546082492873,-6.17416933941532,0,0.0567543559126134,0,0,0,8.18919488895487e-09,0,4.36824645891218e-07,0,0,0,-0.00114276390744746,0,2.17414388749485e-24
"20",-144.175288726332,-4.08906540546869,0.00622621915050241,-120.201953018934,-17.63843876843,0.0166557252586782,-3.53704774447994,-0.0580385957095121,0.000273691414691561,1.85540465678523,0.577364000822347,7.32409969354829e-103,-32.2663987855219,-2.73818891917109,0.0026209872459728,5.28656296232639,0.0821339887130586,3.32045180051198e-43,-2.14566255262034,-0.0236817274946213,6.41255967354495e-06,-93.5629389352084,-0.548684625327909,0.00933937644800954,1.78155425019799e-27,16.0849232439884,0,-0.927702328393544,-0.288669341101823,1.26593093501389e-05,-0.345672978843792,-0.0499949562488497,5.04375115032651e-06,-51.1630305699018,-0.285581534085916,7.89926955991917e-07,-3.18379090788055e-09,2.06749610543115e-06,7.57022167753417e-07,2.53045310649019,0.05,3.87431492479853e-33,1307.72736143174,7.3,6.06049666466179e-70,257.110123736794,10.95,0.0368815045354283,369.842532584546,0.5,1.10595035733711e-32,41.3292991071977,0,5.52413005701103e-158,0,0,0,-6.85557836418991,0,0.014291240409476,-16.136965703399,0,0.0441546082492873,-6.83385463758144,0,0.0567543559126134,0,0,0,7.76882498672309e-09,0,4.36824645891218e-07,0,0,0,-0.00113564439512017,0,2.17414388749485e-24
